,loss,accuracy,val_loss,val_accuracy,Mod_Params
0,0.8478346467018127,0.5034377574920654,0.7774255871772766,0.5400500893592834,100.0
1,0.6355535984039307,0.724980890750885,0.721146285533905,0.7058823704719543,100.0
2,0.28129303455352783,0.9090909361839294,0.9260237216949463,0.7277847528457642,256.0
3,0.15267238020896912,0.9541634917259216,1.250986099243164,0.7227784991264343,3.0
4,0.09765449911355972,0.9640947580337524,1.2183377742767334,0.6839799880981445,0.5
5,0.0773184522986412,0.9786096215248108,1.270406723022461,0.6889862418174744,64.0
6,0.03312136232852936,0.9908326864242554,1.3650227785110474,0.6977471709251404,20.0
7,0.01678866147994995,0.9961802959442139,1.628792405128479,0.715894877910614,
8,0.011805037036538124,0.9977082014083862,1.6250654458999634,0.6977471709251404,
9,0.006949351169168949,0.9992360472679138,1.4873589277267456,0.6996245384216309,
10,0.001670875702984631,1.0,1.6026222705841064,0.7058823704719543,
11,0.009438151493668556,0.9992360472679138,1.6722873449325562,0.6933667063713074,
12,0.007647303864359856,0.9992360472679138,1.5979853868484497,0.7027534246444702,
13,0.006533171981573105,0.9992360472679138,1.5461680889129639,0.7027534246444702,
14,0.005245376378297806,0.9992360472679138,1.5573041439056396,0.7065081596374512,
15,0.0033571047242730856,0.9992360472679138,1.5655837059020996,0.7140175104141235,
16,0.0006413522060029209,1.0,1.73566472530365,0.7177721858024597,
17,0.002381787868216634,0.9992360472679138,1.7188838720321655,0.6846057772636414,
18,0.006829028017818928,0.9992360472679138,1.664510726928711,0.6914893388748169,
19,0.005513802636414766,0.9992360472679138,1.565232753753662,0.694618284702301,
