,loss,accuracy,val_loss,val_accuracy,Mod_Params
0,1.086694598197937,0.3865363597869873,1.052964448928833,0.4668911397457123,100.0
1,0.8949097990989685,0.5602605938911438,0.9666851758956909,0.5274971723556519,100.0
2,0.516579270362854,0.7524430155754089,1.1932967901229858,0.6139169335365295,256.0
3,0.2179187685251236,0.9305103421211243,1.1112654209136963,0.6576879620552063,3.0
4,0.062291789799928665,0.9847991466522217,1.5953038930892944,0.6150392889976501,0.6
5,0.06057984381914139,0.9815418124198914,1.3056620359420776,0.6498316526412964,64.0
6,0.027352724224328995,0.9945710897445679,1.3978263139724731,0.6487092971801758,20.0
7,0.016767410561442375,0.9978284239768982,1.4468754529953003,0.6666666865348816,
8,0.009714692831039429,0.9989142417907715,1.558011770248413,0.665544331073761,
9,0.009074837900698185,0.9989142417907715,1.5380138158798218,0.6823793649673462,
10,0.010238544084131718,0.9978284239768982,1.5255550146102905,0.6677889823913574,
11,0.008053233847022057,0.9978284239768982,1.613702416419983,0.668911337852478,
12,0.008339869789779186,0.9978284239768982,1.6586281061172485,0.6734007000923157,
13,0.006888777948915958,0.9989142417907715,1.7589781284332275,0.6531986594200134,
14,0.011061864905059338,0.9978284239768982,1.4803353548049927,0.6823793649673462,
15,0.007550448179244995,0.9989142417907715,1.6015429496765137,0.6599326729774475,
16,0.007890579290688038,0.9989142417907715,1.6598421335220337,0.6610549688339233,
17,0.0072699482552707195,0.9989142417907715,1.7268651723861694,0.6666666865348816,
18,0.019138531759381294,0.9967426657676697,1.6166672706604004,0.6565656661987305,
19,0.025497084483504295,0.9945710897445679,1.496908187866211,0.6419752836227417,
