,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20111208,A,166807,0,719771
20111208,AA,5223967,800,9745344
20111208,AACC,200,0,1900
20111208,AAME,250,0,3091
20111208,AAN,30495,200,68023
20111208,AAON,4511,0,10536
20111208,AAP,76961,0,146548
20111208,AAPL,1354460,1762,3293252
20111208,AAR,15100,0,46126
20111208,AAT,68111,0,171332
20111208,AATI,41835,0,140847
20111208,AAU,5600,0,24690
20111208,AAV,20982,700,58351
20111208,AAWW,70550,0,87161
20111208,AAXJ,11273,0,64010
20111208,AB,31100,0,210619
20111208,ABAX,40049,0,43041
20111208,ABB,366983,0,1274533
20111208,ABC,299989,0,651460
20111208,ABCB,5864,0,9661
20111208,ABCD,1800,0,2382
20111208,ABCO,3100,0,7200
20111208,ABD,35451,0,48552
20111208,ABFS,33600,0,161733
20111208,ABG,11400,0,35951
20111208,ABH,92150,0,137391
20111208,ABIO,4950,0,13513
20111208,ABM,14582,0,37294
20111208,ABMD,9462,0,22930
20111208,ABR,100,0,7953
20111208,ABT,518145,0,1322625
20111208,ABTL,600,0,1800
20111208,ABV,144951,0,327176
20111208,ABVT,7200,0,20555
20111208,ABWpA,1400,0,2750
20111208,ABWpB,16590,0,24984
20111208,ABX,473960,6203,849678
20111208,ACAD,3372,0,28821
20111208,ACAS,264371,0,888672
20111208,ACAT,10584,0,26053
20111208,ACC,14860,0,31065
20111208,ACCL,5384,0,13060
20111208,ACE,81385,100,196026
20111208,ACET,2885,0,11874
20111208,ACFC,2180,100,47941
20111208,ACFN,6126,0,12906
20111208,ACG,118218,0,232024
20111208,ACGL,45148,0,96232
20111208,ACH,15783,0,33003
20111208,ACHC,1651,0,3951
20111208,ACHN,222321,2650,397115
20111208,ACI,922123,0,2509386
20111208,ACIW,12030,0,60239
20111208,ACLS,52373,0,139626
20111208,ACM,48430,0,137232
20111208,ACN,145961,0,467388
20111208,ACO,5036,0,8352
20111208,ACOM,62620,0,111205
20111208,ACOR,11518,0,93135
20111208,ACP,12245,0,33456
20111208,ACPW,26230,0,108123
20111208,ACTG,54941,0,107250
20111208,ACTS,100,0,4547
20111208,ACTV,17846,0,95028
20111208,ACUR,3935,0,37819
20111208,ACW,19732,0,44795
20111208,ACWI,113899,10500,153660
20111208,ACWV,2574,0,2574
20111208,ACWX,222611,0,261927
20111208,ACXM,15921,0,36628
20111208,ACY,128,0,262
20111208,ADAT,5200,0,39600
20111208,ADBE,478287,18200,936823
20111208,ADC,1945,0,4595
20111208,ADEP,600,0,2700
20111208,ADES,6580,0,11880
20111208,ADGE,10000,0,10802
20111208,ADI,258735,0,684089
20111208,ADK,4100,0,9072
20111208,ADLR,37455,0,67565
20111208,ADM,392955,0,1048921
20111208,ADP,227343,0,412702
20111208,ADPI,6906,0,14906
20111208,ADRE,871,0,11701
20111208,ADRU,2500,0,3100
20111208,ADS,57943,0,93610
20111208,ADSK,105529,0,282274
20111208,ADTN,95429,0,127703
20111208,ADUS,1200,0,3986
20111208,ADVS,2568,0,5335
20111208,ADX,27580,0,78227
20111208,ADY,35717,5390,102559
20111208,ADZ,100,0,300
20111208,AE,100,0,957
20111208,AEA,44614,0,197818
20111208,AEB,8847,0,12144
20111208,AEC,17085,0,54855
20111208,AED,10489,0,21456
20111208,AEE,152848,4848,366617
20111208,AEF,6825,0,15596
20111208,AEG,94841,0,1528014
20111208,AEGN,12600,0,43235
20111208,AEGR,18218,0,26524
20111208,AEH,2269,0,13799
20111208,AEHR,200,200,1200
20111208,AEIS,7603,0,38981
20111208,AEL,61471,47100,100278
20111208,AEM,65557,700,177667
20111208,AEN,233715,0,474368
20111208,AEO,681329,0,1852344
20111208,AEP,298244,0,455419
20111208,AEPI,300,0,900
20111208,AEPpA,7467,0,8863
20111208,AER,36023,0,95681
20111208,AERG,268366,0,482883
20111208,AERL,900,0,15089
20111208,AES,539341,0,2430750
20111208,AESpC,2160,0,2970
20111208,AET,125257,0,402968
20111208,AETI,7100,0,12173
20111208,AEV,7612,0,17127
20111208,AEZS,244408,600,1242659
20111208,AF,38550,0,88848
20111208,AFAM,9592,0,16292
20111208,AFB,5340,0,19216
20111208,AFC,1450,0,2750
20111208,AFCE,6349,0,12390
20111208,AFE,250,0,1635
20111208,AFF,3250,0,15329
20111208,AFFX,69655,0,217274
20111208,AFFY,4049117,0,7667227
20111208,AFG,30187,0,48752
20111208,AFL,382641,300,596441
20111208,AFOP,1600,0,2400
20111208,AFSI,10047,0,18709
20111208,AFT,12282,0,47337
20111208,AG,60646,3200,285930
20111208,AGA,16508,0,25561
20111208,AGC,38270,0,92011
20111208,AGCO,119271,0,246445
20111208,AGD,9061,0,39309
20111208,AGG,169007,0,306672
20111208,AGII,5666,0,28885
20111208,AGL,47240,0,85986
20111208,AGM,3300,0,5900
20111208,AGM.A,700,0,700
20111208,AGN,95127,0,198804
20111208,AGNC,734782,0,1387189
20111208,AGO,538375,0,826821
20111208,AGOpE,1530,0,4459
20111208,AGOpF,554,0,1704
20111208,AGP,37195,0,94423
20111208,AGQ,326202,0,1171449
20111208,AGRO,13574,0,22632
20111208,AGU,83266,2700,182707
20111208,AGX,300,0,600
20111208,AGYS,2100,100,10000
20111208,AGZ,1947,0,5070
20111208,AH,25000,0,42040
