,Symbol,ShortVolume,TotalVolume,Market
20100223,A,436092,798511,Q
20100223,AA,4876204,11366501,Q
20100223,AACC,1550,1850,Q
20100223,AAI,378388,712420,Q
20100223,AAME,600,2767,Q
20100223,AAN,76702,187700,Q
20100223,AAON,6400,18462,Q
20100223,AAP,128074,203798,Q
20100223,AAPL,2889133,7491061,Q
20100223,AAR,1450,5000,Q
20100223,AATI,43106,324905,Q
20100223,AAU,1100,51292,Q
20100223,AAV,23639,171278,Q
20100223,AAWW,16652,59250,Q
20100223,AAXJ,34378,61780,Q
20100223,AB,42904,144129,Q
20100223,ABA,3401,8301,Q
20100223,ABAT,127190,295288,Q
20100223,ABAX,5700,16396,Q
20100223,ABB,178046,1080105,Q
20100223,ABBC,100,1700,Q
20100223,ABC,431177,1620206,Q
20100223,ABCB,1600,5800,Q
20100223,ABCO,4052,13270,Q
20100223,ABCW,13897,33354,Q
20100223,ABD,20377,82468,Q
20100223,ABFS,46025,132255,Q
20100223,ABG,21346,142665,Q
20100223,ABII,1700,26916,Q
20100223,ABK,3103094,10769078,Q
20100223,ABM,6600,14683,Q
20100223,ABMD,115018,153378,Q
20100223,ABR,6462,19199,Q
20100223,ABT,610067,1309105,Q
20100223,ABV,11320,52264,Q
20100223,ABVA,300,1700,Q
20100223,ABVT,5007,13680,Q
20100223,ABWpA,2385,3805,Q
20100223,ABX,1591315,2558839,Q
20100223,ACAD,32285,160081,Q
20100223,ACAP,4200,8466,Q
20100223,ACAS,1029687,2064488,Q
20100223,ACAT,34100,72861,Q
20100223,ACC,15480,89209,Q
20100223,ACCL,8288,19974,Q
20100223,ACE,174573,384605,Q
20100223,ACET,27093,66935,Q
20100223,ACF,204758,602588,Q
20100223,ACFC,200,1355,Q
20100223,ACFN,22977,40643,Q
20100223,ACG,66861,414829,Q
20100223,ACGL,40018,112248,Q
20100223,ACGY,18159,51696,Q
20100223,ACH,117969,302006,Q
20100223,ACHN,40000,114793,Q
20100223,ACI,857713,1725725,Q
20100223,ACIW,11067,18822,Q
20100223,ACL,58259,124755,Q
20100223,ACLI,2781,18336,Q
20100223,ACLS,139857,357254,Q
20100223,ACM,23003,109118,Q
20100223,ACMR,560,7792,Q
20100223,ACN,304182,606312,Q
20100223,ACO,11000,29545,Q
20100223,ACOM,6250,18584,Q
20100223,ACOR,55513,135065,Q
20100223,ACPW,43939,90110,Q
20100223,ACTG,35888,93669,Q
20100223,ACTI,2969,21563,Q
20100223,ACTL,3000,5764,Q
20100223,ACTS,3400,82546,Q
20100223,ACTU,38745,86481,Q
20100223,ACUR,1575,9266,Q
20100223,ACV,10210,71469,Q
20100223,ACWI,20275,38122,Q
20100223,ACWX,6898,8246,Q
20100223,ACXM,98248,331252,Q
20100223,ADAT,30880,164644,Q
20100223,ADBE,764134,2470740,Q
20100223,ADC,2100,18498,Q
20100223,ADCT,148509,528772,Q
20100223,ADEP,12934,13734,Q
20100223,ADES,300,2100,Q
20100223,ADG,7550,21733,Q
20100223,ADI,466012,1571138,Q
20100223,ADK,9798,21198,Q
20100223,ADK.WS,100,2920,Q
20100223,ADLR,13001,89658,Q
20100223,ADM,415424,1814228,Q
20100223,ADMpA,4072,10463,Q
20100223,ADP,339339,745417,Q
20100223,ADPI,2892,3544,Q
20100223,ADPT,55669,191908,Q
20100223,ADRD,175,1393,Q
20100223,ADRE,11233,19640,Q
20100223,ADRU,140,600,Q
20100223,ADS,168900,235216,Q
20100223,ADSK,544612,1469342,Q
20100223,ADTN,239775,351586,Q
20100223,ADUS,400,9605,Q
20100223,ADVS,7763,15988,Q
20100223,ADX,15959,67774,Q
20100223,ADY,24167,50243,Q
20100223,AEA,162367,405173,Q
20100223,AEB,13402,35500,Q
20100223,AEC,7256,41644,Q
20100223,AECpB,310,1110,Q
20100223,AED,3950,11112,Q
20100223,AEE,238378,380604,Q
20100223,AEF,8155,30037,Q
20100223,AEG,14410,94395,Q
20100223,AEH,24770,43591,Q
20100223,AEHR,20771,36130,Q
20100223,AEIS,15947,84023,Q
20100223,AEL,25220,92052,Q
20100223,AEM,409314,893153,Q
20100223,AEN,49794,134521,Q
20100223,AEO,150044,817262,Q
20100223,AEP,324609,649772,Q
20100223,AEPI,1200,9598,Q
20100223,AEPpA,1975,13933,Q
20100223,AER,62450,179984,Q
20100223,AERG,3536,14492,Q
20100223,AES,233612,927336,Q
20100223,AESpC,3555,21945,Q
20100223,AET,366205,899402,Q
