,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20120322,A,243016,0,674582
20120322,AA,4982865,1300,8204036
20120322,AACC,900,0,1600
20120322,AAN,17493,0,77206
20120322,AAON,6936,0,8038
20120322,AAP,47847,0,214904
20120322,AAPL,3190923,0,7548273
20120322,AAT,3600,0,10492
20120322,AAU,4000,2000,33497
20120322,AAV,24734,1500,89453
20120322,AAWW,35429,0,107441
20120322,AAXJ,17398,0,59105
20120322,AB,12960,0,103266
20120322,ABAX,5733,0,6144
20120322,ABB,184628,0,630895
20120322,ABC,108881,0,424690
20120322,ABCB,2700,0,7813
20120322,ABCO,2100,0,5200
20120322,ABCS,3943,0,6885
20120322,ABD,33580,0,75886
20120322,ABFS,72807,0,122493
20120322,ABG,32600,0,93106
20120322,ABH,17340,0,24856
20120322,ABIO,1900,0,4740
20120322,ABM,13113,0,37051
20120322,ABMD,80299,0,222569
20120322,ABR,14752,0,20222
20120322,ABT,832445,100,1901529
20120322,ABTL,400,0,23173
20120322,ABV,272072,0,486047
20120322,ABV.C,100,0,1220
20120322,ABVT,20600,0,120328
20120322,ABWpA,785,0,1885
20120322,ABWpB,200,0,1800
20120322,ABX,581326,300,1198254
20120322,ACAD,134710,0,539464
20120322,ACAS,281304,0,701144
20120322,ACAT,17669,0,33696
20120322,ACC,30953,100,75620
20120322,ACCL,3000,0,4557
20120322,ACCU,2900,0,3100
20120322,ACE,227969,0,315850
20120322,ACET,13400,0,57061
20120322,ACFN,4000,0,20342
20120322,ACG,110838,0,273681
20120322,ACGL,42150,0,92416
20120322,ACH,22160,0,40495
20120322,ACHC,7746,0,46376
20120322,ACHN,87860,900,218377
20120322,ACI,973749,0,2164979
20120322,ACIW,34302,0,72164
20120322,ACLS,53020,0,140063
20120322,ACM,19047,0,83224
20120322,ACN,472003,0,1017021
20120322,ACNB,800,0,1837
20120322,ACO,25702,1000,35406
20120322,ACOM,36466,0,203797
20120322,ACOR,18100,0,32156
20120322,ACP,3562,0,15377
20120322,ACPW,34560,0,100060
20120322,ACPr,4102,0,32264
20120322,ACTG,16487,0,26067
20120322,ACTS,100,0,400
20120322,ACTV,14127,0,26097
20120322,ACUR,10814,0,40050
20120322,ACW,24922,0,93312
20120322,ACWI,49396,0,203731
20120322,ACWV,1400,0,1500
20120322,ACWX,9279,0,30354
20120322,ACXM,29546,0,78105
20120322,ADAT,3686,0,8275
20120322,ADBE,779208,0,1243132
20120322,ADC,2657,0,12238
20120322,ADEP,22500,0,29900
