,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20120223,A,129545,0,319979
20120223,AA,1980663,0,5314703
20120223,AACC,100,0,2325
20120223,AAN,19951,0,103527
20120223,AAON,3284,0,4163
20120223,AAP,137238,0,575113
20120223,AAPL,2318244,2801,6860063
20120223,AAT,22000,0,33900
20120223,AAU,31720,3600,80882
20120223,AAV,31500,1175,142281
20120223,AAVX,200,0,300
20120223,AAWW,8935,0,61029
20120223,AAXJ,13218,0,35000
20120223,AB,32100,0,212544
20120223,ABAX,4592,0,9582
20120223,ABB,255492,0,507370
20120223,ABC,214584,0,611389
20120223,ABCB,6316,0,8436
20120223,ABCD,442,0,1842
20120223,ABCO,6751,0,9775
20120223,ABCS,419,0,619
20120223,ABD,57299,0,167936
20120223,ABFS,23745,0,41155
20120223,ABG,43044,6300,71461
20120223,ABH,17300,0,78738
20120223,ABI,1000,0,1600
20120223,ABIO,8250,0,44708
20120223,ABM,17654,0,34502
20120223,ABMD,47929,0,96916
20120223,ABR,100,0,7634
20120223,ABT,736346,0,1520372
20120223,ABTL,900,0,36868
20120223,ABV,130923,0,417672
20120223,ABVT,5693,0,36823
20120223,ABWpA,7198,0,11670
20120223,ABWpB,2131,0,4556
20120223,ABX,856497,2400,1440043
20120223,ACAD,45740,0,140553
20120223,ACAS,235116,400,825872
20120223,ACAT,34870,0,63864
20120223,ACC,29675,0,220957
20120223,ACCL,8043,0,59891
20120223,ACCU,26900,0,26900
20120223,ACE,75944,0,338185
20120223,ACET,10536,0,89439
20120223,ACFN,9318,0,67904
20120223,ACG,83627,0,222487
20120223,ACGL,37179,0,142014
20120223,ACH,9450,0,26514
20120223,ACHC,6185,0,41792
20120223,ACHN,130009,0,347946
20120223,ACI,908182,0,2100985
20120223,ACIW,66482,0,144039
20120223,ACLS,96386,0,204140
20120223,ACM,67700,0,127732
20120223,ACN,518871,0,800678
20120223,ACNB,600,0,970
20120223,ACO,1595,0,7118
20120223,ACOM,81778,0,232244
20120223,ACOR,98785,0,172482
20120223,ACP,12365,0,34124
20120223,ACPW,53055,0,147920
20120223,ACTG,35580,0,66559
20120223,ACTS,1840,0,10615
20120223,ACTV,19900,0,38311
20120223,ACUR,6300,0,32863
20120223,ACW,55076,0,70314
20120223,ACWI,47160,0,312678
20120223,ACWX,113847,0,141842
20120223,ACXM,27623,0,148982
20120223,ACY,100,0,587
20120223,ADAT,10350,0,34252
20120223,ADBE,231923,0,659248
20120223,ADC,300,0,5806
20120223,ADEP,3046,0,9401
