,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20111209,A,95982,0,311111
20111209,AA,2019303,0,6550277
20111209,AACC,600,0,1400
20111209,AAME,100,0,100
20111209,AAN,20653,600,33386
20111209,AAON,7200,0,15847
20111209,AAP,177472,0,211406
20111209,AAPL,825889,0,2349570
20111209,AAR,2100,0,31321
20111209,AAT,12999,0,183458
20111209,AATI,81700,0,396971
20111209,AAU,15800,0,66050
20111209,AAV,19250,800,73713
20111209,AAWW,5726,0,24440
20111209,AAXJ,51077,0,87805
20111209,AB,43232,0,207752
20111209,ABAX,10550,0,19291
20111209,ABB,133014,0,318569
20111209,ABC,164338,0,597893
20111209,ABCB,1300,0,7024
20111209,ABCO,3000,0,11440
20111209,ABCS,1200,0,2800
20111209,ABD,24393,0,122142
20111209,ABFS,5192,0,37323
20111209,ABG,41948,0,224483
20111209,ABH,14500,0,19053
20111209,ABIO,12300,0,58101
20111209,ABM,56564,0,156971
20111209,ABMD,28564,0,94928
20111209,ABT,362115,0,1069310
20111209,ABTL,5799,0,6399
20111209,ABV,247387,0,784460
20111209,ABV.C,1200,0,1200
20111209,ABVT,25800,0,57860
20111209,ABWpA,2300,0,9021
20111209,ABWpB,4148,0,9088
20111209,ABX,763949,3200,1251501
20111209,ACAD,15627,0,88022
20111209,ACAS,181265,0,945185
20111209,ACAT,10370,0,38572
20111209,ACC,17075,0,43460
20111209,ACCL,5399,0,19306
20111209,ACE,63167,0,577578
20111209,ACET,4200,0,27601
20111209,ACFC,2800,0,89241
20111209,ACFN,10441,0,13821
20111209,ACG,61186,0,325022
20111209,ACGL,89749,0,199995
20111209,ACH,7600,0,30046
20111209,ACHC,400,0,1479
20111209,ACHN,244220,0,473416
20111209,ACI,289694,0,1081721
20111209,ACIW,35748,0,43923
20111209,ACLS,45980,0,153932
20111209,ACM,31106,0,80653
20111209,ACN,284382,0,695979
20111209,ACNB,200,0,801
20111209,ACO,2381,0,12156
20111209,ACOM,48462,0,177173
20111209,ACOR,20942,0,96430
20111209,ACP,13850,0,42122
20111209,ACPW,64591,200,180001
20111209,ACTG,16469,0,64824
20111209,ACTS,100,0,5399
20111209,ACTV,16838,0,88142
20111209,ACU,200,0,680
20111209,ACUR,6933,0,40689
20111209,ACW,7610,0,29293
20111209,ACWI,148810,0,175966
20111209,ACWV,100,0,100
20111209,ACWX,156194,0,198248
20111209,ACXM,22243,0,60675
20111209,ADAT,14900,0,57600
20111209,ADBE,351798,0,737517
20111209,ADC,400,0,5576
20111209,ADEP,400,0,1600
20111209,ADES,11160,0,39166
20111209,ADGE,12900,0,13000
20111209,ADGF,2302,0,8198
20111209,ADI,433933,0,775415
20111209,ADK,469,0,4146
20111209,ADLR,53556,0,154711
20111209,ADM,229170,0,654028
20111209,ADP,115004,0,266802
20111209,ADPI,1700,0,10300
20111209,ADRA,100,0,400
20111209,ADRD,697,0,6832
20111209,ADRE,400,0,12211
20111209,ADRU,558,0,1528
20111209,ADS,70924,0,214261
20111209,ADSK,89390,0,422114
20111209,ADTN,30277,0,184196
20111209,ADUS,4227,0,9106
20111209,ADVS,9453,0,20689
20111209,ADX,15570,0,54519
20111209,ADY,2800,800,10444
20111209,ADZ,1710,0,1910
20111209,AE,100,0,600
20111209,AEA,15770,0,59915
20111209,AEB,2736,0,13965
20111209,AEC,66005,0,257560
20111209,AED,5473,0,7847
20111209,AEE,155980,0,302348
20111209,AEF,3567,0,13963
20111209,AEG,44907,0,231170
20111209,AEGN,16405,3300,46036
20111209,AEGR,7400,0,11000
20111209,AEH,1954,0,15003
20111209,AEHR,100,100,4300
20111209,AEIS,46611,0,100887
20111209,AEL,21498,0,39529
20111209,AEM,93255,500,194681
20111209,AEN,247375,0,569489
20111209,AEO,558835,0,1156462
20111209,AEP,453464,0,819102
20111209,AEPI,2271,0,4812
20111209,AEPpA,2840,0,10264
20111209,AER,19093,0,71290
20111209,AERG,95096,0,285061
20111209,AERL,7582,0,17262
20111209,AES,586087,0,1134108
20111209,AESpC,1700,0,3552
20111209,AET,140980,0,385965
20111209,AETI,3700,0,7547
20111209,AEV,1717,0,7611
20111209,AEY,200,0,200
20111209,AEZS,242273,0,759528
20111209,AF,65753,0,120759
20111209,AFAM,9475,0,21400
20111209,AFB,4860,0,17847
20111209,AFC,1070,0,5525
20111209,AFCE,9914,0,42804
20111209,AFE,1000,0,2100
20111209,AFF,5394,0,13124
20111209,AFFM,2275,375,4150
20111209,AFFX,155942,0,354938
20111209,AFFY,1117505,0,2284045
20111209,AFG,28664,1600,59850
20111209,AFK,575,0,5000
20111209,AFL,341238,0,712268
20111209,AFOP,1400,0,3714
20111209,AFQ,3264,0,8020
20111209,AFSI,4397,0,54776
20111209,AFT,12821,0,35242
20111209,AG,186771,3670,439955
20111209,AGA,800,0,6184
20111209,AGC,29382,0,74908
20111209,AGCO,120190,0,255165
20111209,AGD,14249,0,32724
20111209,AGEN,2400,0,17491
20111209,AGG,295336,0,434220
20111209,AGII,7011,0,13752
20111209,AGL,301279,0,444396
20111209,AGM,3639,0,9770
20111209,AGN,155592,0,272422
20111209,AGNC,584042,0,1341578
20111209,AGO,249324,0,516004
20111209,AGOpB,200,0,2065
20111209,AGOpE,1302,0,2702
20111209,AGOpF,500,0,3772
20111209,AGP,54729,0,101071
20111209,AGQ,136705,0,521217
20111209,AGRO,21016,0,66310
20111209,AGU,108910,0,246805
20111209,AGX,700,0,5550
20111209,AGYS,1100,0,12424
20111209,AGZ,2570,0,5167
20111209,AH,14586,0,50138
20111209,AHC,1000,0,5360
20111209,AHGP,5183,0,13027
20111209,AHL,24412,0,73118
20111209,AHLpA,2737,0,4805
20111209,AHS,12445,0,36557
20111209,AHT,576993,0,945968
20111209,AHTpA,1960,0,2081
20111209,AHTpD,2322,0,2647
20111209,AHTpE,1000,0,2865
20111209,AI,3123,0,7390
20111209,AIA,1292,0,10808
20111209,AIG,671584,0,1038339
20111209,AIG.WS,41372,0,78161
20111209,AIMC,1060,0,77025
20111209,AIN,1300,0,7847
20111209,AINV,219955,0,943904
20111209,AIQ,1900,0,29175
20111209,AIR,10112,0,44414
20111209,AIRM,3638,0,13025
20111209,AIRT,100,0,1065
20111209,AIS,205052,19821,589571
20111209,AIT,5803,0,13581
20111209,AIV,205323,0,347709
20111209,AIVpT,400,0,1400
20111209,AIVpV,460,0,860
20111209,AIXG,18840,0,37149
20111209,AIZ,48080,0,186218
20111209,AJB,100,0,200
20111209,AJG,24470,0,98562
20111209,AKAM,323369,0,584750
20111209,AKO.B,100,0,100
20111209,AKP,2000,0,2719
20111209,AKR,15890,0,26909
20111209,AKRX,96992,0,744475
20111209,AKS,1081010,0,2385142
20111209,AL,3505,0,74783
20111209,ALB,148531,0,439014
20111209,ALC,1600,0,3076
20111209,ALCO,1407,0,2242
20111209,ALD,4450,0,35898
20111209,ALE,4210,0,43288
20111209,ALEX,23994,0,65288
20111209,ALG,600,0,2630
20111209,ALGN,123533,0,212430
20111209,ALGT,1400,0,9418
20111209,ALIM,117870,0,201438
20111209,ALJ,14500,0,34989
20111209,ALK,23904,0,43200
20111209,ALKS,53205,0,90166
20111209,ALL,515761,0,1227103
20111209,ALLT,81541,2700,212509
20111209,ALLYpA,14950,0,124276
