,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20120216,A,824267,0,2171088
20120216,AA,2178847,0,5866716
20120216,AACC,2000,0,7700
20120216,AAME,1400,0,2100
20120216,AAN,49758,0,87994
20120216,AAON,4449,0,5464
20120216,AAP,649927,0,2104410
20120216,AAPL,3245751,0,11745012
20120216,AAT,7300,0,13568
20120216,AAU,9788,2100,32534
20120216,AAV,41167,400,81285
20120216,AAWW,55831,3600,134911
20120216,AAXJ,37183,0,53109
20120216,AB,33845,0,156585
20120216,ABAX,8220,0,69891
20120216,ABB,1405925,0,3434624
20120216,ABC,242856,0,778355
20120216,ABCB,3133,0,3733
20120216,ABCD,1330,0,3714
20120216,ABCO,4689,0,7066
20120216,ABD,89475,0,603012
20120216,ABFS,25008,0,37227
20120216,ABG,15987,0,34192
20120216,ABH,20143,0,53590
20120216,ABI,100,0,100
20120216,ABIO,4900,0,27860
20120216,ABM,12372,0,23684
20120216,ABMD,68252,0,199390
20120216,ABR,3200,0,8180
20120216,ABT,1008360,0,1893579
20120216,ABTL,4100,0,149639
20120216,ABV,211078,0,443980
20120216,ABV.C,100,0,100
20120216,ABVT,4600,0,45134
20120216,ABWpA,2331,0,3181
20120216,ABWpB,800,0,800
20120216,ABX,950916,8900,2271843
20120216,ACAD,53146,0,122549
20120216,ACAS,893032,300,3376125
20120216,ACAT,14294,0,36705
20120216,ACC,142561,0,390735
20120216,ACCL,6508,0,18671
20120216,ACCU,2897,0,3497
20120216,ACE,88183,0,388505
20120216,ACET,19505,0,170932
20120216,ACFN,21399,0,63998
20120216,ACG,62930,0,331944
20120216,ACGL,108656,0,202662
20120216,ACH,10147,0,24945
20120216,ACHC,116265,0,172508
20120216,ACHN,123335,0,267997
20120216,ACI,2099466,0,3873278
20120216,ACIW,27627,0,72876
20120216,ACLS,106540,0,461432
20120216,ACM,32459,0,75633
20120216,ACN,141136,0,476045
20120216,ACO,4153,0,12396
20120216,ACOM,453420,91706,2274471
20120216,ACOR,63319,0,219659
20120216,ACP,4928,0,15019
20120216,ACPW,50450,5500,184375
20120216,ACTG,410613,0,716115
20120216,ACTS,7100,0,18035
20120216,ACTV,9509,0,113502
