,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20120307,A,513716,0,725309
20120307,AA,4799765,0,7579598
20120307,AACC,4100,0,12600
20120307,AADR,319,0,319
20120307,AAME,500,0,7308
20120307,AAN,19135,0,141008
20120307,AAON,4000,0,26699
20120307,AAP,153113,200,310112
20120307,AAPL,4494613,1800,9816524
20120307,AAT,41800,0,51795
20120307,AAU,33775,5900,67198
20120307,AAV,40780,300,106761
20120307,AAVX,100,0,560
20120307,AAWW,37762,0,145194
20120307,AAXJ,30178,0,60307
20120307,AAp,100,0,200
20120307,AB,99167,0,151868
20120307,ABAX,9688,0,18089
20120307,ABB,232724,0,457903
20120307,ABC,104956,0,244797
20120307,ABCB,3196,0,3726
20120307,ABCD,700,0,1200
20120307,ABCO,14802,0,22757
20120307,ABCS,6680,0,7291
20120307,ABD,17413,0,34396
20120307,ABFS,21108,0,85162
20120307,ABG,16521,0,50176
20120307,ABH,3996,0,14100
20120307,ABI,2000,0,2000
20120307,ABIO,7810,0,20860
20120307,ABM,58800,0,91473
20120307,ABMD,130730,100,230946
20120307,ABR,9974,0,28542
20120307,ABT,544760,0,1626618
20120307,ABV,120739,0,219711
20120307,ABVT,6328,0,13818
20120307,ABWpA,3403,0,4054
20120307,ABWpB,4017,0,4217
20120307,ABX,560016,4800,1034309
20120307,ACAD,40048,0,133943
20120307,ACAS,158078,800,452542
20120307,ACAT,35779,0,139031
20120307,ACC,71626,0,212882
20120307,ACCL,33610,0,85438
20120307,ACE,87876,0,275508
20120307,ACET,39335,0,93136
20120307,ACFN,31471,0,58028
20120307,ACG,46261,0,246780
20120307,ACGL,37888,0,83037
20120307,ACH,55898,0,80256
20120307,ACHC,3390,0,10814
20120307,ACHN,147476,0,386551
20120307,ACI,1323716,0,2649073
20120307,ACIW,24027,0,49136
20120307,ACLS,15953,0,153815
20120307,ACM,17498,0,88769
20120307,ACN,174870,0,410582
20120307,ACNB,250,0,750
20120307,ACO,5503,0,9997
20120307,ACOM,85050,0,158554
20120307,ACOR,16069,0,43846
20120307,ACP,4207,0,8477
20120307,ACPW,46365,0,90943
20120307,ACPr,3700,0,21421
20120307,ACRX,4958,0,23654
20120307,ACTG,39865,0,97162
20120307,ACTV,232500,223800,247017
20120307,ACUR,7550,0,21110
20120307,ACW,35854,0,56030
20120307,ACWI,85938,0,134446
