,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20110825,A,586564,0,1408318
20110825,AA,2586543,6100,5715471
20110825,AAN,27857,0,180836
20110825,AAON,2851,0,4069
20110825,AAP,78346,100,158814
20110825,AAPL,4613462,2900,8820056
20110825,AAR,1700,0,3820
20110825,AAT,6122,0,10621
20110825,AATI,53347,0,140547
20110825,AAU,16493,0,106637
20110825,AAV,79125,7800,134981
20110825,AAWW,8710,0,25881
20110825,AAXJ,12080,0,20558
20110825,AAp,100,0,100
20110825,AB,43319,0,82017
20110825,ABAT,269797,0,583639
20110825,ABAX,17337,0,27650
20110825,ABB,182896,0,338327
20110825,ABBC,4847,0,5247
20110825,ABC,378597,0,543813
20110825,ABCB,3207,0,6316
20110825,ABCD,810,0,9610
20110825,ABCO,6550,0,11840
20110825,ABCW,3030,0,7562
20110825,ABD,9371,0,14171
20110825,ABFS,17434,0,41796
20110825,ABG,18302,0,27601
20110825,ABH,27290,0,44754
20110825,ABIO,3200,0,4200
20110825,ABL,155,0,155
20110825,ABM,8528,0,18964
20110825,ABMD,6352,0,12342
20110825,ABR,3500,0,31300
20110825,ABT,542810,700,1249723
20110825,ABTL,300,0,5700
20110825,ABV,230793,0,366731
20110825,ABVA,2500,0,7000
20110825,ABVT,5112,0,10282
20110825,ABWpA,1839,0,2589
20110825,ABX,790865,12000,1941746
20110825,ACAD,13600,0,51911
20110825,ACAS,436077,0,1045444
20110825,ACAT,20704,0,33439
20110825,ACC,187903,0,351441
20110825,ACCL,7261,0,12020
20110825,ACE,265784,0,430913
20110825,ACET,16060,270,28256
20110825,ACFN,6050,0,11550
20110825,ACG,64941,0,283660
20110825,ACGL,101431,100,183304
20110825,ACH,11191,0,43899
20110825,ACHN,34797,0,79825
20110825,ACI,397855,1500,903644
20110825,ACIW,46960,0,63718
20110825,ACLS,47398,0,146264
20110825,ACM,37986,0,77649
20110825,ACMR,4966,0,14956
20110825,ACN,608555,100,974882
20110825,ACO,5968,0,8618
20110825,ACOM,102567,0,167145
20110825,ACOR,12663,0,15413
20110825,ACP,8100,0,11300
20110825,ACPW,49245,0,117678
20110825,ACTG,33363,0,46660
20110825,ACTV,6386,0,9016
20110825,ACU,444,0,544
20110825,ACUR,13754,0,23591
20110825,ACW,55261,0,123091
20110825,ACWI,210756,0,328048
20110825,ACWX,16508,0,28926
20110825,ACXM,44668,0,151777
20110825,ADAT,16367,0,28713
20110825,ADBE,715873,0,1309515
20110825,ADC,1000,0,3783
20110825,ADES,400,0,2862
20110825,ADGF,400,0,1344
20110825,ADI,413915,0,880696
20110825,ADK,5718,0,11238
20110825,ADLR,18950,0,63020
20110825,ADM,306397,0,613763
20110825,ADP,110996,0,284029
20110825,ADPI,3949,0,5149
20110825,ADRA,900,0,2805
20110825,ADRE,1010,0,11131
20110825,ADS,25578,0,54141
20110825,ADSK,306312,0,495158
20110825,ADTN,26458,0,45259
20110825,ADUS,1454,0,3720
20110825,ADVS,8433,0,22067
20110825,ADX,12820,0,35969
20110825,ADY,1700,0,4604
20110825,AE,300,0,1850
20110825,AEA,26707,0,52267
20110825,AEB,3351,0,8935
20110825,AEC,24099,0,38807
20110825,AED,12123,0,16953
20110825,AEE,146937,313,241022
20110825,AEF,11684,0,23132
20110825,AEG,79897,0,170385
20110825,AEGR,944,0,1546
20110825,AEH,1733,500,20350
20110825,AEIS,24780,0,44029
20110825,AEL,60866,0,477594
20110825,AEM,173295,2300,362409
20110825,AEN,500,0,16668
20110825,AEO,797335,72104,1566077
20110825,AEP,343131,0,839463
20110825,AEPI,500,0,2450
20110825,AEPpA,5884,0,11416
20110825,AER,133818,0,280480
20110825,AERG,7587,0,28787
20110825,AERL,7553,600,17693
20110825,AES,566494,200,1804695
20110825,AESpC,100,0,2115
20110825,AET,212183,0,331507
20110825,AETI,1500,0,2500
20110825,AEV,5031,0,11726
20110825,AEY,3485,0,4358
20110825,AEZS,182565,0,357368
20110825,AF,40848,0,88838
20110825,AFAM,18576,0,25028
20110825,AFB,475,0,11847
20110825,AFC,2373,0,3523
20110825,AFCE,5983,0,12626
20110825,AFF,18514,0,26281
20110825,AFFX,110842,0,175242
20110825,AFFY,49134,0,121652
20110825,AFG,30891,0,42556
20110825,AFK,100,0,2588
20110825,AFL,223999,0,473110
20110825,AFOP,1300,0,2510
20110825,AFQ,3200,0,8767
20110825,AFSI,14732,0,54589
20110825,AFT,20449,0,53114
20110825,AG,206788,1500,428544
20110825,AGA,1201,0,2881
20110825,AGC,14194,0,28214
20110825,AGCO,72523,0,132633
20110825,AGD,10760,0,19848
20110825,AGEM,273,0,1102
20110825,AGEN,32190,0,117300
20110825,AGF,1840,0,2722
20110825,AGG,123354,0,186871
