,Symbol,ShortVolume,TotalVolume,Market
20100525,A,393571,685830,Q
20100525,AA,8015295,18969067,Q
20100525,AACC,4415,17535,Q
20100525,AAI,787566,1455614,Q
20100525,AAN,76677,416277,Q
20100525,AAN.A,4150,4150,Q
20100525,AAON,6303,7803,Q
20100525,AAP,278167,690827,Q
20100525,AAPL,5816675,15682267,Q
20100525,AAR,3950,7766,Q
20100525,AATI,9783,33284,Q
20100525,AAU,40120,98092,Q
20100525,AAV,20456,139125,Q
20100525,AAWW,14767,50134,Q
20100525,AAXJ,8437,36218,Q
20100525,AB,65430,227965,Q
20100525,ABA,875,2675,Q
20100525,ABAT,98139,306769,Q
20100525,ABAX,17422,65420,Q
20100525,ABB,344054,1159445,Q
20100525,ABBC,400,27770,Q
20100525,ABC,475609,1321369,Q
20100525,ABCB,22869,39907,Q
20100525,ABCD,4300,7600,Q
20100525,ABCO,3708,29104,Q
20100525,ABCW,30958,71345,Q
20100525,ABD,67006,131517,Q
20100525,ABFS,494011,1293072,Q
20100525,ABG,49108,177030,Q
20100525,ABII,11260,15902,Q
20100525,ABIO,91192,209860,Q
20100525,ABK,3242300,10035259,Q
20100525,ABL,2445,4445,Q
20100525,ABM,25747,57982,Q
20100525,ABMD,31150,75386,Q
20100525,ABR,19130,50769,Q
20100525,ABT,1614335,3168029,Q
20100525,ABTL,1828,54702,Q
20100525,ABV,61381,132507,Q
20100525,ABV.C,300,3300,Q
20100525,ABVA,300,3596,Q
20100525,ABVT,7800,20231,Q
20100525,ABWpA,1950,3715,Q
20100525,ABX,1631215,3444172,Q
20100525,ACAD,81263,182940,Q
20100525,ACAP,5417,9756,Q
20100525,ACAS,1278586,3720531,Q
20100525,ACAT,15144,42982,Q
20100525,ACC,71108,149221,Q
20100525,ACCL,9971,29539,Q
20100525,ACE,167510,1456230,Q
20100525,ACET,14485,129275,Q
20100525,ACF,202197,404834,Q
20100525,ACFC,300,5152,Q
20100525,ACFN,13070,20245,Q
20100525,ACG,86827,438542,Q
20100525,ACGL,99214,219550,Q
20100525,ACGY,6273,63123,Q
20100525,ACH,73954,151171,Q
20100525,ACHN,15710,64399,Q
20100525,ACI,494412,1237152,Q
20100525,ACIW,2883,22502,Q
20100525,ACL,96665,500995,Q
20100525,ACLI,9101,35548,Q
20100525,ACLS,162762,491726,Q
20100525,ACM,59182,233961,Q
20100525,ACMR,3904,21480,Q
20100525,ACN,192457,863884,Q
20100525,ACO,5453,11623,Q
20100525,ACOM,42616,136677,Q
20100525,ACOR,57666,192847,Q
20100525,ACPW,8140,28935,Q
20100525,ACTG,21443,44445,Q
20100525,ACTI,21300,33518,Q
20100525,ACTL,12591,27061,Q
20100525,ACTS,17848,77821,Q
20100525,ACTU,28780,81975,Q
20100525,ACU,23846,33987,Q
20100525,ACUR,13850,68628,Q
20100525,ACV,83398,263385,Q
20100525,ACWI,23974,43753,Q
20100525,ACWX,77601,391237,Q
20100525,ACXM,50211,145981,Q
20100525,ACY,400,1155,Q
20100525,ADAM,1805,15050,Q
20100525,ADAT,6358,12282,Q
20100525,ADBE,706383,1737436,Q
20100525,ADC,8549,22013,Q
20100525,ADCT,657244,1433549,Q
20100525,ADEP,1400,10700,Q
20100525,ADES,5600,18061,Q
20100525,ADG,5250,7530,Q
20100525,ADGE,500,7977,Q
20100525,ADI,805473,1346156,Q
20100525,ADK,3958,6984,Q
20100525,ADLR,49718,155734,Q
20100525,ADM,671179,2161236,Q
20100525,ADMpA,14424,21398,Q
20100525,ADP,381345,901769,Q
20100525,ADPI,2799,8648,Q
20100525,ADPT,104168,374225,Q
20100525,ADRA,300,7331,Q
20100525,ADRD,575,10922,Q
20100525,ADRE,22484,96010,Q
20100525,ADRU,659,3541,Q
20100525,ADS,175317,337534,Q
20100525,ADSK,457882,1005548,Q
20100525,ADTN,454790,713122,Q
20100525,ADUS,12885,23835,Q
20100525,ADVS,13949,28100,Q
20100525,ADX,14996,52881,Q
20100525,ADY,9579,34489,Q
20100525,AE,300,1581,Q
20100525,AEA,80588,326154,Q
20100525,AEB,8132,18540,Q
20100525,AEC,19944,44748,Q
20100525,AED,15320,31946,Q
20100525,AEE,224091,588030,Q
20100525,AEF,9284,32263,Q
20100525,AEG,147470,386156,Q
20100525,AEH,9769,27702,Q
20100525,AEHR,7550,19965,Q
20100525,AEIS,62074,192772,Q
20100525,AEL,64896,131825,Q
20100525,AEM,359748,680528,Q
20100525,AEN,68350,251211,Q
20100525,AEO,477771,1040738,Q
20100525,AEP,1104794,1768110,Q
20100525,AEPI,7002,12148,Q
20100525,AEPpA,4209,9424,Q
20100525,AER,56672,369412,Q
20100525,AERG,151735,314242,Q
20100525,AES,1772004,3172864,Q
20100525,AESpC,2675,10618,Q
20100525,AET,335302,957285,Q
20100525,AETI,342,2144,Q
20100525,AEV,18860,37819,Q
20100525,AEY,100,2100,Q
20100525,AEZ,599946,1176333,Q
20100525,AEZS,1236299,2530607,Q
20100525,AF,263041,464327,Q
20100525,AFAM,14767,39765,Q
20100525,AFB,3469,23964,Q
20100525,AFC,3012,5862,Q
20100525,AFCB,1400,2200,Q
20100525,AFCE,3664,12089,Q
20100525,AFE,400,2750,Q
20100525,AFF,11300,34781,Q
20100525,AFFX,222798,478553,Q
20100525,AFFY,26195,76349,Q
20100525,AFG,21419,92809,Q
20100525,AFK,7280,13521,Q
20100525,AFL,406476,1413215,Q
20100525,AFO,200,200,Q
20100525,AFOP,27748,66264,Q
20100525,AFSI,15483,63409,Q
20100525,AGAM,73028,171298,Q
20100525,AGC,12999,72741,Q
20100525,AGCO,164418,302301,Q
20100525,AGD,38133,251601,Q
20100525,AGEN,304632,1419241,Q
20100525,AGG,301419,459538,Q
20100525,AGII,12148,25888,Q
20100525,AGL,12944,61404,Q
20100525,AGM,35665,120137,Q
20100525,AGM.A,100,200,Q
20100525,AGN,287248,673120,Q
20100525,AGNC,106182,498590,Q
20100525,AGO,627910,1444986,Q
20100525,AGOpB,780,1280,Q
20100525,AGOpE,2893,10524,Q
20100525,AGOpF,2200,4314,Q
20100525,AGP,128118,240269,Q
20100525,AGQ,61686,126127,Q
20100525,AGR,600,600,Q
20100525,AGT,80150,246869,Q
20100525,AGU,259219,681910,Q
20100525,AGX,400,1500,Q
20100525,AGYS,19430,58895,Q
20100525,AGZ,2600,16359,Q
20100525,AH,56985,158474,Q
20100525,AHC,22357,32992,Q
20100525,AHCI,8571,17286,Q
20100525,AHD,47573,142586,Q
20100525,AHGP,21272,50373,Q
20100525,AHII,2200,7025,Q
20100525,AHL,102426,236240,Q
20100525,AHLpA,300,1500,Q
20100525,AHS,32825,66930,Q
20100525,AHT,175696,565846,Q
20100525,AHTpD,4200,4800,Q
20100525,AI,11102,26298,Q
20100525,AIA,1041,21994,Q
20100525,AIB,1010364,3826795,Q
20100525,AIG,1055598,3217125,Q
20100525,AIGpA,59457,108946,Q
20100525,AIMC,18860,39435,Q
20100525,AIN,37421,129055,Q
20100525,AINV,313345,774947,Q
20100525,AIPC,45179,107557,Q
20100525,AIQ,7447,23359,Q
20100525,AIR,173879,692583,Q
20100525,AIRM,13742,22092,Q
20100525,AIRT,1500,4578,Q
20100525,AIS,145747,392226,Q
20100525,AIT,57584,73902,Q
20100525,AIV,223304,381775,Q
20100525,AIVpG,750,2550,Q
20100525,AIVpT,100,500,Q
20100525,AIVpU,200,655,Q
20100525,AIXG,126288,280241,Q
20100525,AIZ,134713,272690,Q
20100525,AJG,53483,97214,Q
20100525,AKAM,486697,1273299,Q
20100525,AKF,297,5310,Q
20100525,AKL,100,600,Q
20100525,AKNS,48490,338928,Q
20100525,AKO.B,100,300,Q
20100525,AKP,2200,4901,Q
20100525,AKR,42399,71609,Q
20100525,AKRX,96026,354096,Q
20100525,AKS,4419348,8506722,Q
20100525,AKT,650,17180,Q
20100525,ALAN,11607,102222,Q
20100525,ALB,239423,457754,Q
20100525,ALC,1100,3774,Q
20100525,ALCO,194,1734,Q
20100525,ALE,46182,66643,Q
20100525,ALEX,22966,48658,Q
20100525,ALF,1000,2805,Q
20100525,ALG,3772,17122,Q
20100525,ALGN,333678,581099,Q
20100525,ALGT,41303,141945,Q
20100525,ALIM,8454,15804,Q
20100525,ALJ,28595,50963,Q
20100525,ALK,79010,164962,Q
20100525,ALKS,329200,588359,Q
20100525,ALL,366209,835011,Q
20100525,ALLB,1883,6732,Q
20100525,ALLT,11100,31889,Q
20100525,ALM,5726,12089,Q
20100525,ALN,6342,48779,Q
20100525,ALNC,125,859,Q
20100525,ALNY,25917,71533,Q
20100525,ALOG,8308,14552,Q
20100525,ALOY,900,2937,Q
20100525,ALPpN,850,1150,Q
20100525,ALQ,4165,5471,Q
20100525,ALSK,126466,225637,Q
20100525,ALT,2292,4342,Q
20100525,ALTE,54051,179121,Q
20100525,ALTH,272693,599525,Q
20100525,ALTI,96808,228444,Q
20100525,ALTR,1034313,1836457,Q
20100525,ALU,6419075,9700640,Q
20100525,ALV,97576,285226,Q
20100525,ALVR,71710,260406,Q
20100525,ALX,100,200,Q
20100525,ALXA,35182,134970,Q
20100525,ALXN,128038,291043,Q
20100525,ALY,52951,127975,Q
20100525,ALZ,1450,2845,Q
20100525,AM,31622,101172,Q
20100525,AMAC,300,2200,Q
20100525,AMAG,31995,46685,Q
20100525,AMAT,3762621,6280385,Q
