,Symbol,ShortVolume,TotalVolume,Market
20100125,A,175555,722550,Q
20100125,AA,9483728,18112957,Q
20100125,AACC,1700,3852,Q
20100125,AAI,418409,1143246,Q
20100125,AAME,412,412,Q
20100125,AAN,14525,86165,Q
20100125,AAON,24313,34674,Q
20100125,AAP,221660,361974,Q
20100125,AAPL,6932962,14233915,Q
20100125,AAR,3100,7427,Q
20100125,AATI,53025,114158,Q
20100125,AAU,26000,100701,Q
20100125,AAV,9200,140258,Q
20100125,AAWW,10230,45571,Q
20100125,AAXJ,17813,287247,Q
20100125,AB,65555,227897,Q
20100125,ABA,1100,5125,Q
20100125,ABAT,157420,347524,Q
20100125,ABAX,7150,23320,Q
20100125,ABB,448974,1298397,Q
20100125,ABBC,400,2979,Q
20100125,ABC,451358,1140599,Q
20100125,ABCB,1500,15750,Q
20100125,ABCD,600,1400,Q
20100125,ABCO,3700,9615,Q
20100125,ABCW,110293,215774,Q
20100125,ABD,33866,114150,Q
20100125,ABFS,16437,29302,Q
20100125,ABG,30403,182714,Q
20100125,ABII,4822,8365,Q
20100125,ABIO,1200,5320,Q
20100125,ABK,715501,3579081,Q
20100125,ABM,8528,24121,Q
20100125,ABMD,29850,43304,Q
20100125,ABR,1000,22044,Q
20100125,ABT,477014,1366997,Q
20100125,ABTL,27093,54093,Q
20100125,ABV,39836,108562,Q
20100125,ABVT,3140,15345,Q
20100125,ABWpA,2485,5675,Q
20100125,ABX,1217494,2580702,Q
20100125,ACAD,92277,260138,Q
20100125,ACAP,1700,7993,Q
20100125,ACAS,1014738,3623401,Q
20100125,ACAT,1440,4034,Q
20100125,ACC,20658,116983,Q
20100125,ACCL,2600,11010,Q
20100125,ACE,120902,346645,Q
20100125,ACET,31755,54186,Q
20100125,ACF,219752,423642,Q
20100125,ACFC,8500,9660,Q
20100125,ACFN,6500,14150,Q
20100125,ACG,65928,359170,Q
20100125,ACGL,17047,49706,Q
20100125,ACGY,7325,36043,Q
20100125,ACH,70575,204720,Q
20100125,ACHN,70082,259659,Q
20100125,ACI,641197,1334671,Q
20100125,ACIW,9770,26692,Q
20100125,ACL,188240,513409,Q
20100125,ACLI,1993,3743,Q
20100125,ACLS,89751,514457,Q
20100125,ACM,51999,104739,Q
20100125,ACMR,600,6276,Q
