,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20111102,A,184633,100,560125
20111102,AA,4023189,300,7560274
20111102,AAN,9000,0,37982
20111102,AAON,5094,0,9862
20111102,AAP,28095,0,70302
20111102,AAPL,1376172,666,3054371
20111102,AAR,1250,0,6919
20111102,AAT,4838,0,17149
20111102,AATI,8686,0,31150
20111102,AAU,6600,0,61228
20111102,AAV,17000,300,36284
20111102,AAWW,11033,100,28904
20111102,AAXJ,20028,0,41680
20111102,AAp,242,0,2492
20111102,AB,35682,0,107915
20111102,ABAT,56093,0,211562
20111102,ABAX,2512,0,8598
20111102,ABB,294720,0,517330
20111102,ABC,92951,0,296697
20111102,ABCB,12975,0,15075
20111102,ABCD,1616,0,2091
20111102,ABCO,6690,0,36013
20111102,ABCW,490,0,6540
20111102,ABD,22296,0,40989
20111102,ABFS,32227,0,162598
20111102,ABG,14636,0,68097
20111102,ABH,30195,0,48388
20111102,ABIO,2300,0,10543
20111102,ABL,400,0,700
20111102,ABM,12784,0,87313
20111102,ABMD,10382,0,16371
20111102,ABR,2200,0,17240
20111102,ABT,402375,0,1517907
20111102,ABTL,500,0,1500
20111102,ABV,64004,0,144666
20111102,ABV.C,560,0,1136
20111102,ABVT,6050,0,12495
20111102,ABWpA,100,0,2300
20111102,ABWpB,2133,0,3466
20111102,ABX,1015087,2100,1893329
20111102,ACAD,1300,0,24334
20111102,ACAS,652958,0,1310695
20111102,ACAT,8982,0,20914
20111102,ACC,52399,0,79268
20111102,ACCL,6880,0,8480
20111102,ACE,278272,0,531601
20111102,ACET,9517,0,18617
20111102,ACFN,680,0,1683
20111102,ACG,90559,0,170552
20111102,ACGL,46626,0,190665
20111102,ACH,39360,0,96614
20111102,ACHC,5400,0,15200
20111102,ACHN,27368,0,75169
20111102,ACI,505466,45013,1121864
20111102,ACIW,18362,0,111840
20111102,ACLS,49898,0,123956
20111102,ACM,19951,0,53786
20111102,ACMR,15251,0,47950
20111102,ACN,290730,0,619430
20111102,ACNB,1038,0,1991
20111102,ACO,11981,0,22692
20111102,ACOM,91287,0,205770
20111102,ACOR,47416,0,83825
20111102,ACP,300,0,10807
20111102,ACPW,39230,0,112765
20111102,ACTG,23938,0,49629
20111102,ACTS,3764,0,6046
20111102,ACTV,4465,0,65865
20111102,ACUR,6501,0,45562
20111102,ACW,69553,0,122797
20111102,ACWI,66036,0,86269
20111102,ACWX,18459,0,32815
20111102,ACXM,38478,0,56378
20111102,ACY,400,0,2040
20111102,ADAT,845,0,1525
20111102,ADBE,1110164,200,1852681
20111102,ADC,2266,0,8553
20111102,ADEP,900,0,1600
20111102,ADES,2977,0,74165
20111102,ADGF,2375,0,3615
20111102,ADI,144848,0,349393
