,Symbol,ShortVolume,TotalVolume,Market
20100315,A,157374,575352,Q
20100315,AA,3921607,8182008,Q
20100315,AACC,2299,5199,Q
20100315,AAI,1332283,2454482,Q
20100315,AAME,5300,5700,Q
20100315,AAN,148676,431169,Q
20100315,AAON,16405,31655,Q
20100315,AAP,145422,440101,Q
20100315,AAPL,2764583,7800800,Q
20100315,AAR,8570,9670,Q
20100315,AATI,11140,50770,Q
20100315,AAU,22600,66125,Q
20100315,AAV,21197,119164,Q
20100315,AAWW,22523,77628,Q
20100315,AAXJ,13413,23872,Q
20100315,AAp,100,100,Q
20100315,AB,30606,117529,Q
20100315,ABA,3017,5467,Q
20100315,ABAT,131702,419704,Q
20100315,ABAX,8205,16164,Q
20100315,ABB,138135,1432319,Q
20100315,ABBC,800,14960,Q
20100315,ABC,146912,610564,Q
20100315,ABCB,2069,7598,Q
20100315,ABCD,400,5800,Q
20100315,ABCO,2138,7716,Q
20100315,ABCW,75952,130304,Q
20100315,ABD,15392,44285,Q
20100315,ABFS,31469,63221,Q
20100315,ABG,23924,61032,Q
20100315,ABII,4109,8255,Q
20100315,ABIO,2592,5570,Q
20100315,ABK,379279,2755359,Q
20100315,ABKpZ,700,1200,Q
20100315,ABL,650,650,Q
20100315,ABM,84465,110657,Q
20100315,ABMD,22449,66356,Q
20100315,ABR,7295,32422,Q
20100315,ABT,725734,1806112,Q
20100315,ABTL,43296,170327,Q
20100315,ABV,25075,84141,Q
20100315,ABVT,5500,21341,Q
20100315,ABWpA,2669,4069,Q
20100315,ABX,745580,1541562,Q
20100315,ACAD,802791,1809650,Q
20100315,ACAP,800,7856,Q
20100315,ACAS,623956,1333757,Q
20100315,ACAT,6533,14915,Q
20100315,ACC,29669,129946,Q
20100315,ACCL,2072,10701,Q
20100315,ACE,217943,844655,Q
20100315,ACET,22122,48840,Q
20100315,ACF,50637,287779,Q
20100315,ACFN,20549,46160,Q
20100315,ACG,86895,388501,Q
20100315,ACGL,26565,56860,Q
20100315,ACGY,11166,20712,Q
20100315,ACH,26718,92256,Q
20100315,ACHN,23730,64871,Q
20100315,ACI,886918,1586656,Q
20100315,ACIW,28793,38510,Q
20100315,ACL,23637,73041,Q
20100315,ACLI,5250,18228,Q
20100315,ACLS,80667,161338,Q
20100315,ACM,114124,350087,Q
20100315,ACMR,4400,16129,Q
20100315,ACN,373277,756877,Q
20100315,ACO,5163,13244,Q
20100315,ACOM,8960,27642,Q
20100315,ACOR,32123,87184,Q
20100315,ACPW,6250,19450,Q
20100315,ACTG,14372,60458,Q
20100315,ACTI,3060,29483,Q
20100315,ACTL,1300,11910,Q
20100315,ACTS,5348,26528,Q
20100315,ACTU,21936,46469,Q
20100315,ACU,645,2299,Q
20100315,ACUR,3824,8968,Q
20100315,ACV,11032,101967,Q
20100315,ACWI,16346,28479,Q
20100315,ACWX,14823,137020,Q
20100315,ACXM,16793,77322,Q
20100315,ADAM,100,5300,Q
20100315,ADAT,15754,46954,Q
20100315,ADBE,495248,1033078,Q
20100315,ADC,3460,10859,Q
20100315,ADCT,430354,842423,Q
20100315,ADEP,600,4086,Q
20100315,ADES,4770,7055,Q
20100315,ADG,360,560,Q
20100315,ADGE,1200,10357,Q
20100315,ADGF,2400,5925,Q
20100315,ADI,120319,431065,Q
20100315,ADK,9420,14540,Q
20100315,ADLR,156713,268897,Q
20100315,ADM,355459,1492594,Q
20100315,ADMpA,15515,25067,Q
20100315,ADP,380180,770914,Q
20100315,ADPI,200,12750,Q
20100315,ADPT,39808,107728,Q
20100315,ADRA,800,1325,Q
20100315,ADRD,1523,5863,Q
20100315,ADRE,6090,26060,Q
20100315,ADRU,429,1239,Q
20100315,ADS,344486,553473,Q
20100315,ADSK,82140,274420,Q
20100315,ADTN,52829,369360,Q
20100315,ADUS,5406,14256,Q
20100315,ADVS,7419,27145,Q
20100315,ADX,20584,34377,Q
20100315,ADY,58577,213557,Q
20100315,AEA,27394,125845,Q
20100315,AEB,5305,16135,Q
20100315,AEC,17697,66043,Q
20100315,AED,5167,23780,Q
