,Symbol,ShortVolume,TotalVolume,Market
20100526,A,299733,711661,Q
20100526,AA,4416679,11841841,Q
20100526,AACC,2100,9000,Q
20100526,AAI,621435,1501646,Q
20100526,AAME,730,1630,Q
20100526,AAN,134115,394826,Q
20100526,AAN.A,1000,1000,Q
20100526,AAON,4200,9299,Q
20100526,AAP,96807,430531,Q
20100526,AAPL,4646150,12413683,Q
20100526,AAR,4370,5920,Q
20100526,AATI,7413,32757,Q
20100526,AAU,31520,63420,Q
20100526,AAV,26400,109066,Q
20100526,AAWW,131998,177893,Q
20100526,AAXJ,14248,36883,Q
20100526,AB,127629,290791,Q
20100526,ABA,2250,3939,Q
20100526,ABAT,119845,295703,Q
20100526,ABAX,9173,18265,Q
20100526,ABB,274076,746704,Q
20100526,ABBC,9094,12959,Q
20100526,ABC,366754,806569,Q
20100526,ABCB,8537,21494,Q
20100526,ABCD,6004,13004,Q
20100526,ABCO,18100,31719,Q
20100526,ABCW,41242,73023,Q
20100526,ABD,68083,158258,Q
20100526,ABFS,47675,253813,Q
20100526,ABG,114224,163607,Q
20100526,ABII,1900,8426,Q
20100526,ABIO,73762,161469,Q
20100526,ABK,2853482,6409432,Q
20100526,ABKpZ,200,1500,Q
20100526,ABL,5300,6600,Q
20100526,ABM,20136,126605,Q
20100526,ABMD,43401,123880,Q
20100526,ABR,44263,84290,Q
20100526,ABT,1314921,3162255,Q
20100526,ABTL,47122,78216,Q
20100526,ABV,46955,113918,Q
20100526,ABVT,11477,44530,Q
20100526,ABWpA,3385,8500,Q
20100526,ABX,1459348,3170164,Q
20100526,ACAD,45221,244371,Q
20100526,ACAP,5424,12167,Q
20100526,ACAS,1092905,2751056,Q
20100526,ACAT,2825,19738,Q
20100526,ACC,40606,138983,Q
20100526,ACCL,3657,9675,Q
20100526,ACE,89293,962256,Q
20100526,ACET,15820,58093,Q
20100526,ACF,202235,327899,Q
20100526,ACFC,304,704,Q
20100526,ACFN,18862,22471,Q
20100526,ACG,39583,239391,Q
20100526,ACGL,63277,147483,Q
20100526,ACGY,17552,59471,Q
20100526,ACH,56655,100640,Q
20100526,ACHN,7360,54605,Q
20100526,ACI,471661,1102066,Q
20100526,ACIW,11880,83605,Q
20100526,ACL,121481,489519,Q
20100526,ACLI,800,11300,Q
20100526,ACLS,64634,318703,Q
20100526,ACM,29876,161514,Q
20100526,ACMR,14913,81701,Q
20100526,ACN,168472,1380585,Q
20100526,ACO,13755,20972,Q
20100526,ACOM,80821,174297,Q
20100526,ACOR,23266,99628,Q
20100526,ACPW,16335,59886,Q
20100526,ACTG,30338,77363,Q
20100526,ACTI,7385,34407,Q
20100526,ACTL,10399,26811,Q
20100526,ACTS,11450,46922,Q
20100526,ACTU,30582,48019,Q
20100526,ACU,2700,4400,Q
20100526,ACUR,6159,13884,Q
20100526,ACV,79137,184667,Q
20100526,ACWI,9540,50465,Q
20100526,ACWX,2028,31996,Q
20100526,ACXM,60938,164899,Q
20100526,ACY,1199,6116,Q
20100526,ADAM,3400,14863,Q
20100526,ADAT,16300,34564,Q
20100526,ADBE,735991,2074231,Q
20100526,ADC,6435,13794,Q
20100526,ADCT,515009,961821,Q
20100526,ADEP,2700,9647,Q
20100526,ADES,100,2050,Q
20100526,ADG,8421,25325,Q
20100526,ADGE,967,10100,Q
20100526,ADGF,100,100,Q
20100526,ADI,725854,1319340,Q
20100526,ADK,3825,3825,Q
20100526,ADLR,55059,245261,Q
20100526,ADM,685662,1954918,Q
20100526,ADMpA,10930,15530,Q
20100526,ADP,350938,716801,Q
20100526,ADPI,1200,1700,Q
20100526,ADPT,91609,194572,Q
20100526,ADRE,7122,34546,Q
20100526,ADRU,720,1720,Q
20100526,ADS,330300,599273,Q
20100526,ADSK,266818,551931,Q
20100526,ADTN,110236,199621,Q
20100526,ADUS,4100,8900,Q
20100526,ADVS,9495,15851,Q
20100526,ADX,19511,63920,Q
20100526,ADY,21382,35987,Q
20100526,AE,125,1375,Q
20100526,AEA,82448,414418,Q
20100526,AEB,6758,13553,Q
20100526,AEC,23207,46690,Q
20100526,AED,3556,21039,Q
20100526,AEE,310413,570689,Q
20100526,AEF,7643,20841,Q
20100526,AEG,465327,931228,Q
20100526,AEH,13416,36595,Q
20100526,AEIS,92566,290432,Q
20100526,AEL,41549,97947,Q
20100526,AEM,341984,590048,Q
20100526,AEN,36570,172760,Q
20100526,AEO,4671665,12673349,Q
20100526,AEP,447776,1037837,Q
20100526,AEPI,2500,12798,Q
20100526,AEPpA,3313,4913,Q
20100526,AER,132573,445988,Q
20100526,AERG,155714,428153,Q
20100526,AES,2147157,4618599,Q
20100526,AESpC,4320,8055,Q
20100526,AET,314193,1041879,Q
20100526,AETI,4600,14900,Q
20100526,AEV,18648,40359,Q
20100526,AEY,2125,4275,Q
20100526,AEZ,281539,536320,Q
20100526,AEZS,729775,1894668,Q
20100526,AF,144299,237892,Q
20100526,AFAM,12023,23979,Q
20100526,AFB,2172,20618,Q
20100526,AFC,3364,7026,Q
20100526,AFCB,300,300,Q
20100526,AFCE,4857,12350,Q
20100526,AFF,29342,53392,Q
20100526,AFFX,243636,417571,Q
20100526,AFFY,29905,64925,Q
20100526,AFG,19138,49600,Q
20100526,AFK,3380,4555,Q
20100526,AFL,658427,1453639,Q
20100526,AFOP,10277,19453,Q
20100526,AFSI,23711,41032,Q
20100526,AGAM,29200,219496,Q
20100526,AGC,4815,42653,Q
20100526,AGCO,99210,228817,Q
20100526,AGD,68439,177909,Q
20100526,AGEN,189708,956472,Q
20100526,AGG,296045,448789,Q
20100526,AGII,21336,35863,Q
20100526,AGL,36202,136094,Q
20100526,AGM,29298,98078,Q
20100526,AGN,283003,664380,Q
20100526,AGNC,122138,289411,Q
20100526,AGO,697250,1172970,Q
20100526,AGOpB,3490,18160,Q
20100526,AGOpE,5085,7485,Q
20100526,AGOpF,1650,9150,Q
20100526,AGP,60865,120592,Q
20100526,AGQ,75520,164815,Q
20100526,AGT,139258,495630,Q
20100526,AGU,257941,481226,Q
20100526,AGX,300,2500,Q
20100526,AGYS,15642,72020,Q
20100526,AGZ,8012,23215,Q
20100526,AH,13935,94751,Q
20100526,AHC,13747,36389,Q
20100526,AHCI,3264,5164,Q
20100526,AHD,41652,139229,Q
