,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20111222,A,68852,2900,396160
20111222,AA,4784310,9300,12263681
20111222,AACC,3226,0,6553
20111222,AADR,2066,0,2066
20111222,AAME,1320,0,2570
20111222,AAN,15909,0,54563
20111222,AAON,1869,0,3926
20111222,AAP,111082,0,192951
20111222,AAPL,1129907,0,2036120
20111222,AAR,6600,0,20123
20111222,AAT,3020,0,12942
20111222,AATI,7004,0,29604
20111222,AAU,11800,0,54000
20111222,AAV,15800,0,77622
20111222,AAWW,8677,0,74993
20111222,AAXJ,59491,0,110718
20111222,AB,33574,0,146629
20111222,ABAX,7537,0,26804
20111222,ABB,259740,0,544212
20111222,ABC,155136,0,348731
20111222,ABCB,1614,0,2114
20111222,ABCD,5149,0,8393
20111222,ABCO,3579,0,7725
20111222,ABD,3500,0,27059
20111222,ABFS,113894,1400,248207
20111222,ABG,6834,0,53034
20111222,ABH,9542,0,24167
20111222,ABIO,121256,39274,305234
20111222,ABM,1992,0,17360
20111222,ABMD,19160,0,92837
20111222,ABR,2100,0,23159
20111222,ABT,603357,100,1938343
20111222,ABTL,2153,0,1072624
20111222,ABV,141782,0,427287
20111222,ABV.C,100,0,100
20111222,ABVA,150,0,550
20111222,ABVT,3120,0,17736
20111222,ABWpA,6075,0,9175
20111222,ABWpB,5950,0,8050
20111222,ABX,524334,0,1235266
20111222,ACAD,51400,0,176874
20111222,ACAS,515894,0,3055554
20111222,ACAT,3417,0,7430
20111222,ACC,59523,0,138554
20111222,ACCL,2349,0,28249
20111222,ACE,93356,0,232488
20111222,ACET,5282,443,29665
20111222,ACFN,7200,0,13740
20111222,ACG,163771,0,362094
20111222,ACGL,61355,0,150746
20111222,ACH,35645,0,88486
20111222,ACHC,1900,0,7600
20111222,ACHN,117724,0,291000
20111222,ACI,613612,0,1307402
20111222,ACIW,4301,0,21001
20111222,ACLS,182990,0,516329
20111222,ACM,113474,0,195124
20111222,ACN,419060,0,953533
20111222,ACNB,500,0,1500
20111222,ACO,58204,0,69678
20111222,ACOM,175581,0,522959
20111222,ACOR,14530,0,40551
20111222,ACP,7887,0,29306
20111222,ACPW,71729,0,314831
20111222,ACRX,3060,3060,8170
20111222,ACTG,26902,0,66150
20111222,ACTV,4525,0,18694
20111222,ACU,600,0,1100
20111222,ACUR,3808,0,21330
20111222,ACW,15043,0,100450
20111222,ACWI,497497,0,563868
20111222,ACWV,300,0,300
20111222,ACWX,449976,0,496127
20111222,ACXM,5552,0,21498
20111222,ACY,212,0,658
20111222,ADAT,15330,0,45780
20111222,ADBE,703047,0,1496265
20111222,ADC,1200,0,5609
20111222,ADES,22287,0,46172
20111222,ADGE,3480,0,19669
20111222,ADGF,300,0,1100
20111222,ADI,264589,0,454030
20111222,ADK,3600,0,6200
20111222,ADM,355492,0,729009
20111222,ADP,121949,0,225727
20111222,ADPI,38539,0,69685
20111222,ADRA,300,0,2622
20111222,ADRD,14400,0,34367
20111222,ADRE,2204,0,17184
20111222,ADS,33337,0,68604
20111222,ADSK,212427,0,454215
20111222,ADTN,52350,0,134313
20111222,ADUS,5200,0,28361
20111222,ADVS,5452,0,10111
20111222,ADX,51958,0,98690
20111222,ADY,37519,0,87247
20111222,ADZ,100,0,100
20111222,AE,500,0,1100
20111222,AEA,30468,0,47364
20111222,AEB,723,0,11061
20111222,AEC,9406,0,26937
20111222,AED,2900,0,13609
20111222,AEE,94930,11920,211499
20111222,AEF,9376,0,23900
20111222,AEG,89230,0,256999
20111222,AEGN,55778,0,74165
20111222,AEGR,200,0,6100
20111222,AEH,6583,0,20059
20111222,AEHR,100,0,100
20111222,AEIS,32762,0,74811
20111222,AEL,407005,0,427346
20111222,AEM,50028,200,205108
20111222,AEN,50675,0,127140
20111222,AEO,375616,0,664801
20111222,AEP,502621,0,884573
20111222,AEPI,900,0,3155
20111222,AEPpA,5875,0,9047
20111222,AER,23126,0,52225
20111222,AERL,1296,0,15010
20111222,AES,374193,0,1451759
20111222,AESpC,2150,0,3733
20111222,AET,402373,0,880836
20111222,AETI,2550,0,3750
20111222,AEV,8916,0,16502
20111222,AEY,6800,0,15728
20111222,AEZS,68204,0,311191
20111222,AF,43858,0,81496
20111222,AFAM,10306,0,30055
20111222,AFB,9760,0,32382
20111222,AFC,1770,0,4198
20111222,AFCB,10000,0,10000
20111222,AFCE,5836,0,10351
20111222,AFF,4801,0,11097
20111222,AFFX,168208,0,235283
20111222,AFFY,483999,0,965934
20111222,AFG,27221,11300,61111
20111222,AFK,6910,0,13078
20111222,AFL,233411,100,501438
20111222,AFOP,2769,0,5874
20111222,AFQ,925,0,4011
20111222,AFSI,5529,0,16566
20111222,AFT,30549,0,99534
20111222,AG,64042,0,276446
20111222,AGA,100,0,5485
20111222,AGC,44225,0,85926
20111222,AGCO,51743,0,100304
20111222,AGD,12265,0,101062
20111222,AGEN,15234,0,33150
20111222,AGG,337615,0,682078
20111222,AGII,1847,0,5581
20111222,AGM,1850,0,7550
20111222,AGN,75429,0,224192
20111222,AGNC,704713,0,1906735
20111222,AGO,202818,0,678133
20111222,AGOpB,2816,0,6217
20111222,AGOpE,2386,0,3186
20111222,AGOpF,300,0,500
20111222,AGP,203304,0,277707
20111222,AGQ,95645,0,497876
20111222,AGRO,5300,0,39804
20111222,AGU,41402,100,161010
20111222,AGX,1100,0,15948
20111222,AGYS,2217,0,11743
20111222,AGZ,142151,0,148735
20111222,AH,46550,0,95892
20111222,AHC,500,0,1658
20111222,AHGP,4792,0,14296
20111222,AHL,58951,0,76266
20111222,AHLpA,200,0,300
20111222,AHPI,200,0,600
20111222,AHS,4713,0,26369
20111222,AHT,15924,0,74741
20111222,AHTpA,650,0,650
20111222,AHTpD,6996,0,12896
20111222,AHTpE,200,0,2300
20111222,AI,18578,0,23061
