,Symbol,ShortVolume,TotalVolume,Market
20100301,A,249334,838528,Q
20100301,AA,3024460,11753790,Q
20100301,AACC,700,1518,Q
20100301,AAI,291592,1248306,Q
20100301,AAN,30841,107382,Q
20100301,AAON,15749,45213,Q
20100301,AAP,228257,292581,Q
20100301,AAPL,3927144,7580212,Q
20100301,AAR,8700,20958,Q
20100301,AATI,44969,101479,Q
20100301,AAU,9800,38755,Q
20100301,AAV,3600,94775,Q
20100301,AAWW,76674,227755,Q
20100301,AAXJ,13578,29017,Q
20100301,AB,73094,163468,Q
20100301,ABA,12344,25200,Q
20100301,ABAT,60427,287970,Q
20100301,ABAX,16367,57150,Q
20100301,ABB,226227,467770,Q
20100301,ABBC,1600,2100,Q
20100301,ABC,132647,698262,Q
20100301,ABCB,2000,5606,Q
20100301,ABCD,1300,11361,Q
20100301,ABCO,3843,29875,Q
20100301,ABCW,15509,47096,Q
20100301,ABD,37599,80298,Q
20100301,ABFS,98108,255086,Q
20100301,ABG,30311,199879,Q
20100301,ABII,3790,8176,Q
20100301,ABIO,1600,11055,Q
20100301,ABK,744667,2795009,Q
20100301,ABL,400,500,Q
20100301,ABM,43638,79343,Q
20100301,ABMD,16100,36375,Q
20100301,ABR,35900,98679,Q
20100301,ABT,463009,1161865,Q
20100301,ABTL,900,34957,Q
20100301,ABV,9245,35197,Q
20100301,ABVT,15545,66337,Q
20100301,ABWpA,100,2830,Q
20100301,ABX,970021,2213214,Q
20100301,ACAD,53828,141700,Q
20100301,ACAP,3491,7904,Q
20100301,ACAS,2547454,5275666,Q
20100301,ACAT,10201,25339,Q
20100301,ACC,11160,35446,Q
20100301,ACCL,3413,17891,Q
20100301,ACE,258025,746833,Q
20100301,ACET,19830,49557,Q
20100301,ACF,50714,201029,Q
20100301,ACFC,200,2727,Q
20100301,ACFN,24737,47116,Q
20100301,ACG,138836,455184,Q
20100301,ACGL,44971,134509,Q
20100301,ACGY,11489,30579,Q
20100301,ACH,101358,164551,Q
20100301,ACHN,12160,67920,Q
20100301,ACI,770285,1342829,Q
20100301,ACIW,11636,68029,Q
20100301,ACL,25335,425515,Q
20100301,ACLI,27618,63840,Q
20100301,ACLS,107971,249421,Q
20100301,ACM,20405,70186,Q
20100301,ACMR,6490,23560,Q
20100301,ACN,190314,1225216,Q
20100301,ACO,1700,11761,Q
20100301,ACOM,27321,59449,Q
20100301,ACOR,88711,215473,Q
20100301,ACPW,101217,320774,Q
20100301,ACTG,59872,162941,Q
20100301,ACTI,3531,11871,Q
20100301,ACTL,11285,20572,Q
20100301,ACTU,38410,91778,Q
20100301,ACU,656,1276,Q
20100301,ACUR,3870,6570,Q
20100301,ACV,11866,52227,Q
20100301,ACWI,2828124,2846315,Q
20100301,ACWX,19905,41058,Q
20100301,ACXM,112712,452324,Q
20100301,ACY,3099,4977,Q
20100301,ADAM,975,3350,Q
20100301,ADAT,2745,26646,Q
20100301,ADBE,421898,1414897,Q
20100301,ADC,3896,7763,Q
20100301,ADCT,137806,401402,Q
20100301,ADES,1300,2500,Q
20100301,ADG,3430,7447,Q
20100301,ADGE,500,500,Q
20100301,ADGF,4200,5300,Q
20100301,ADI,282881,854846,Q
20100301,ADK,11362,18072,Q
20100301,ADLR,59663,195137,Q
20100301,ADM,235227,667813,Q
20100301,ADMpA,5991,132272,Q
20100301,ADP,167414,644016,Q
20100301,ADPI,1000,9093,Q
20100301,ADPT,100743,235490,Q
20100301,ADRE,22181,34318,Q
20100301,ADRU,859,1268,Q
20100301,ADS,146156,236674,Q
20100301,ADSK,229947,700029,Q
20100301,ADTN,83735,139294,Q
20100301,ADUS,10350,11835,Q
20100301,ADVS,14710,36656,Q
20100301,ADX,8817,76598,Q
