,Symbol,ShortVolume,TotalVolume,Market
20100308,A,684031,1953626,Q
20100308,AA,4426570,13187180,Q
20100308,AACC,100,1799,Q
20100308,AAI,588988,1647210,Q
20100308,AAME,660,11425,Q
20100308,AAN,162730,331271,Q
20100308,AAON,3852,16245,Q
20100308,AAP,508554,1876103,Q
20100308,AAPL,3053641,6707127,Q
20100308,AAR,100,2250,Q
20100308,AATI,21960,52598,Q
20100308,AAU,8317,17042,Q
20100308,AAV,22038,185637,Q
20100308,AAWW,78083,264662,Q
20100308,AAXJ,17885,30066,Q
20100308,AB,77984,199691,Q
20100308,ABA,2945,4130,Q
20100308,ABAT,60686,240964,Q
20100308,ABAX,2436,7502,Q
20100308,ABB,388856,1775110,Q
20100308,ABBC,4069,12191,Q
20100308,ABC,194313,586274,Q
20100308,ABCB,2050,6083,Q
20100308,ABCD,250,6968,Q
20100308,ABCO,2907,28631,Q
20100308,ABCW,12288,27191,Q
20100308,ABD,34341,59195,Q
20100308,ABFS,73142,337628,Q
20100308,ABG,18847,107173,Q
20100308,ABII,6500,91458,Q
20100308,ABIO,5300,10700,Q
20100308,ABK,446317,2418667,Q
20100308,ABKpZ,400,400,Q
20100308,ABM,57507,73465,Q
20100308,ABMD,31976,47302,Q
20100308,ABR,89823,148855,Q
20100308,ABT,558201,1170746,Q
20100308,ABTL,20200,33729,Q
20100308,ABV,12609,60306,Q
20100308,ABV.C,600,2600,Q
20100308,ABVT,6091,37441,Q
20100308,ABWpA,3800,5250,Q
20100308,ABX,951659,1961062,Q
20100308,ACAD,60733,245672,Q
20100308,ACAP,3700,11648,Q
20100308,ACAS,1181788,2473138,Q
20100308,ACAT,4381,14648,Q
20100308,ACC,15067,38373,Q
20100308,ACCL,900,7894,Q
20100308,ACE,107113,248216,Q
20100308,ACET,48017,75981,Q
20100308,ACF,179056,397409,Q
20100308,ACFC,200,200,Q
20100308,ACFN,10238,14994,Q
20100308,ACG,42860,343904,Q
20100308,ACGL,55021,123834,Q
20100308,ACGY,8564,38515,Q
20100308,ACH,42405,75563,Q
20100308,ACHN,17452,69470,Q
20100308,ACI,872832,2417292,Q
20100308,ACIW,4100,21727,Q
20100308,ACL,22070,228029,Q
20100308,ACLI,34310,172733,Q
20100308,ACLS,54086,108240,Q
20100308,ACM,55438,152712,Q
20100308,ACMR,10564,19296,Q
20100308,ACN,436022,1331978,Q
20100308,ACO,11039,19627,Q
20100308,ACOM,56934,94965,Q
20100308,ACOR,95417,262654,Q
20100308,ACPW,37935,77100,Q
20100308,ACTG,8998,28190,Q
20100308,ACTI,3074,24129,Q
20100308,ACTL,900,14159,Q
20100308,ACTS,6000,19498,Q
20100308,ACTU,29422,84299,Q
20100308,ACU,14106,20338,Q
20100308,ACUR,8016,10516,Q
20100308,ACV,11015,125878,Q
20100308,ACWI,11393,107222,Q
20100308,ACWX,19622,24579,Q
20100308,ACXM,62687,294010,Q
20100308,ACY,3658,7450,Q
20100308,ADAM,1400,10142,Q
20100308,ADAT,7100,29376,Q
20100308,ADBE,376754,1153600,Q
20100308,ADC,4944,9257,Q
20100308,ADCT,425884,1819133,Q
20100308,ADEP,1000,1000,Q
20100308,ADES,3324,8221,Q
20100308,ADGF,200,1000,Q
20100308,ADI,236316,651254,Q
20100308,ADK,2399,3884,Q
20100308,ADLR,104930,351834,Q
20100308,ADM,231893,822165,Q
20100308,ADMpA,13545,22523,Q
20100308,ADP,287347,848353,Q
20100308,ADPI,800,5564,Q
20100308,ADPT,36414,139072,Q
20100308,ADRA,405,2523,Q
20100308,ADRD,1150,6587,Q
20100308,ADRE,35478,57202,Q
20100308,ADRU,2044,2794,Q
20100308,ADS,187377,251195,Q
20100308,ADSK,206947,543127,Q
20100308,ADTN,78138,116327,Q
20100308,ADUS,200,1200,Q
20100308,ADVS,7155,15344,Q
20100308,ADX,13191,51133,Q
20100308,ADY,26639,64833,Q
20100308,ADZ,600,1100,Q
20100308,AE,600,1900,Q
20100308,AEA,25761,156466,Q
20100308,AEB,11930,34622,Q
20100308,AEC,15488,69680,Q
20100308,AECpB,200,300,Q
20100308,AED,2820,240961,Q
20100308,AEE,246120,571386,Q
20100308,AEF,4463,24698,Q
20100308,AEG,59432,172541,Q
20100308,AEH,7871,297637,Q
20100308,AEIS,22468,85430,Q
20100308,AEL,24479,93153,Q
20100308,AEM,217834,462107,Q
20100308,AEN,10154,83311,Q
20100308,AEO,302873,1350302,Q
20100308,AEP,201822,609716,Q
20100308,AEPI,2357,6665,Q
20100308,AEPpA,2610,14457,Q
20100308,AER,140838,197648,Q
20100308,AERG,18924,56848,Q
20100308,AES,774526,2417356,Q
20100308,AESpC,5060,7656,Q
20100308,AET,221515,482793,Q
20100308,AETI,400,1420,Q
20100308,AEV,4152,17035,Q
20100308,AEZ,251828,567694,Q
20100308,AEZS,11100,37378,Q
20100308,AF,106588,176894,Q
20100308,AFAM,8175,40728,Q
20100308,AFB,10600,19462,Q
20100308,AFC,11074,23099,Q
20100308,AFCE,100,4700,Q
20100308,AFE,880,1575,Q
20100308,AFF,73306,132757,Q
20100308,AFFM,1608,4278,Q
20100308,AFFX,164845,477192,Q
20100308,AFFY,14246,33956,Q
20100308,AFG,91716,173786,Q
20100308,AFK,2880,6145,Q
20100308,AFL,409350,760202,Q
20100308,AFOP,20961,30927,Q
20100308,AFSI,11000,36177,Q
20100308,AGAM,3300,90017,Q
20100308,AGB,160000,161100,Q
20100308,AGC,28586,104853,Q
20100308,AGCO,51968,118297,Q
20100308,AGD,25265,56390,Q
20100308,AGEN,13375,240508,Q
20100308,AGF,300,1000,Q
20100308,AGG,639085,892945,Q
20100308,AGII,5790,22755,Q
20100308,AGL,30569,88335,Q
20100308,AGM,9021,51436,Q
20100308,AGN,72701,321022,Q
20100308,AGNC,120131,335392,Q
20100308,AGO,430001,939371,Q
20100308,AGP,53050,82409,Q
20100308,AGQ,44409,137020,Q
20100308,AGT,22200,306082,Q
20100308,AGU,153362,354785,Q
20100308,AGYS,22683,39952,Q
20100308,AGZ,2738,8776,Q
20100308,AHC,9635,25427,Q
20100308,AHCI,900,15150,Q
20100308,AHD,12914,43851,Q
20100308,AHGP,12245,26529,Q
20100308,AHII,19717,58675,Q
20100308,AHL,308440,512436,Q
20100308,AHLpA,1400,2700,Q
20100308,AHPI,500,1370,Q
20100308,AHS,49160,162598,Q
20100308,AHT,69733,143795,Q
20100308,AHTpA,100,1200,Q
20100308,AHTpD,1700,6300,Q
20100308,AI,5130,17804,Q
20100308,AIA,12205,13839,Q
20100308,AIB,1004855,3726972,Q
20100308,AIG,3465243,11330392,Q
20100308,AIGpA,31958,795942,Q
20100308,AIM,300,716,Q
20100308,AIMC,12300,46411,Q
20100308,AIN,16409,55559,Q
20100308,AINV,369572,679960,Q
20100308,AIP,185,285,Q
20100308,AIPC,4861,17818,Q
20100308,AIQ,16705,94368,Q
20100308,AIR,24107,36117,Q
20100308,AIRM,16517,36147,Q
20100308,AIRT,3362,5987,Q
20100308,AIRV,5569,44127,Q
20100308,AIS,90050,256555,Q
20100308,AIT,4200,8907,Q
20100308,AIV,104271,249020,Q
20100308,AIVpG,400,1350,Q
20100308,AIVpT,400,600,Q
20100308,AIVpU,600,1384,Q
20100308,AIVpV,400,2785,Q
20100308,AIXG,64853,162528,Q
20100308,AIZ,61489,376416,Q
20100308,AJG,78104,219026,Q
20100308,AKAM,923400,2173236,Q
20100308,AKF,17239,28809,Q
20100308,AKNS,21101,204809,Q
20100308,AKO.A,1900,3575,Q
20100308,AKO.B,1200,4000,Q
20100308,AKP,4900,13062,Q
