,Symbol,ShortVolume,TotalVolume,Market
20100218,A,171873,421672,Q
20100218,AA,2991520,8905454,Q
20100218,AACC,248,2183,Q
20100218,AAI,251710,505776,Q
20100218,AAME,400,700,Q
20100218,AAN,91119,182519,Q
20100218,AAON,5273,11475,Q
20100218,AAP,1454295,2799140,Q
20100218,AAPL,2731891,5887984,Q
20100218,AAR,400,3055,Q
20100218,AATI,17644,72265,Q
20100218,AAU,7020,72853,Q
20100218,AAV,6850,164788,Q
20100218,AAWW,45274,253626,Q
20100218,AAXJ,114577,120508,Q
20100218,AB,47686,216034,Q
20100218,ABA,3500,4985,Q
20100218,ABAT,198940,616155,Q
20100218,ABAX,23772,33357,Q
20100218,ABB,554691,2683476,Q
20100218,ABBC,507,3507,Q
20100218,ABC,378567,1158876,Q
20100218,ABCB,1312,6976,Q
20100218,ABCD,1500,1500,Q
20100218,ABCO,1021,4569,Q
20100218,ABCW,18550,44635,Q
20100218,ABD,5400,63006,Q
20100218,ABFS,61364,139250,Q
20100218,ABG,8246,35684,Q
20100218,ABII,1360,8372,Q
20100218,ABIO,650,2011,Q
20100218,ABK,363414,3049715,Q
20100218,ABM,8025,19791,Q
20100218,ABMD,89263,166384,Q
20100218,ABR,30705,70464,Q
20100218,ABT,396085,858719,Q
20100218,ABTL,500,9040,Q
20100218,ABV,23573,58465,Q
20100218,ABVA,1000,4750,Q
20100218,ABVT,20886,42775,Q
20100218,ABWpA,2690,6325,Q
20100218,ABX,2327365,4062783,Q
20100218,ACAD,33304,184568,Q
20100218,ACAP,2759,7864,Q
20100218,ACAS,270691,838337,Q
20100218,ACAT,4211,11739,Q
20100218,ACC,53982,102700,Q
20100218,ACCL,6697,18197,Q
20100218,ACE,134884,612221,Q
20100218,ACET,73644,134599,Q
20100218,ACF,64444,115234,Q
20100218,ACFC,150,1350,Q
20100218,ACFN,7500,18945,Q
20100218,ACG,115539,387718,Q
20100218,ACGL,37150,327618,Q
20100218,ACGY,14675,34624,Q
20100218,ACH,56286,126022,Q
20100218,ACHN,17850,62382,Q
20100218,ACI,669018,990944,Q
20100218,ACIW,1826,7726,Q
20100218,ACL,35663,189068,Q
20100218,ACLI,2408,4956,Q
20100218,ACLS,37871,534536,Q
20100218,ACM,18416,64009,Q
20100218,ACMR,500,3700,Q
20100218,ACN,239388,558648,Q
20100218,ACO,896,9529,Q
20100218,ACOM,9454,20996,Q
20100218,ACOR,86028,159140,Q
20100218,ACPW,10250,42968,Q
20100218,ACTG,13878,31296,Q
20100218,ACTI,14706,52879,Q
20100218,ACTL,2939,14206,Q
20100218,ACTS,900,12482,Q
20100218,ACTU,9438,27337,Q
20100218,ACV,13699,60755,Q
20100218,ACWI,4034,17051,Q
20100218,ACWX,10208,16433,Q
20100218,ACXM,52239,184164,Q
20100218,ADAM,390,4519,Q
20100218,ADAT,6500,41400,Q
20100218,ADBE,984633,2765031,Q
20100218,ADC,5350,19571,Q
20100218,ADCT,82181,292624,Q
20100218,ADEP,800,1100,Q
20100218,ADES,300,1000,Q
20100218,ADG,8900,13545,Q
20100218,ADGE,1000,1000,Q
20100218,ADI,1154997,2276707,Q
20100218,ADK,8562,13711,Q
20100218,ADLR,2538,28238,Q
20100218,ADM,240388,732227,Q
20100218,ADMpA,4900,8660,Q
20100218,ADP,175307,614065,Q
20100218,ADPI,200,3743,Q
20100218,ADPT,92072,327060,Q
20100218,ADRD,1815,4043,Q
20100218,ADRE,9390,23304,Q
20100218,ADS,244229,526207,Q
20100218,ADSK,156699,421149,Q
20100218,ADTN,67201,124616,Q
20100218,ADUS,200,2703,Q
20100218,ADVS,17773,26741,Q
20100218,ADX,7241,52553,Q
20100218,ADY,3000,10799,Q
20100218,AE,300,300,Q
20100218,AEA,66789,372463,Q
20100218,AEB,14863,51325,Q
20100218,AEC,4600,74484,Q
20100218,AECpB,300,1280,Q
20100218,AED,5097,24050,Q
20100218,AEE,358624,625556,Q
20100218,AEF,12041,28537,Q
20100218,AEG,7835,103887,Q
20100218,AEH,25864,43735,Q
20100218,AEHR,800,3490,Q
20100218,AEIS,23553,89202,Q
20100218,AEL,20200,55865,Q
20100218,AEM,479193,981074,Q
20100218,AEN,54867,366416,Q
20100218,AEO,282604,992265,Q
20100218,AEP,324119,1060374,Q
20100218,AEPI,1800,29250,Q
20100218,AEPpA,4121,11626,Q
20100218,AER,22182,157465,Q
20100218,AERG,18202,65834,Q
20100218,AES,271930,1625035,Q
20100218,AESpC,1200,2035,Q
20100218,AET,506789,911450,Q
20100218,AETI,300,1190,Q
20100218,AEV,5192,49315,Q
20100218,AEY,300,4300,Q
20100218,AEZ,27894,219092,Q
20100218,AEZS,1500,17716,Q
20100218,AF,79595,119120,Q
20100218,AFAM,4277,12540,Q
20100218,AFB,5100,18187,Q
20100218,AFC,2215,10606,Q
20100218,AFCE,2700,7065,Q
20100218,AFE,308,913,Q
20100218,AFF,18481,28556,Q
20100218,AFFX,122999,419687,Q
20100218,AFFY,6413,54224,Q
20100218,AFG,14407,73529,Q
20100218,AFK,3200,5740,Q
20100218,AFL,252890,496115,Q
20100218,AFOP,56422,86619,Q
20100218,AFSI,45402,102779,Q
20100218,AGAM,4744,225211,Q
20100218,AGC,7956,36505,Q
20100218,AGCO,77194,135295,Q
20100218,AGD,43407,75331,Q
20100218,AGEN,85495,399745,Q
20100218,AGG,104109,223064,Q
20100218,AGII,3050,23311,Q
20100218,AGL,39818,79391,Q
20100218,AGM,5775,33543,Q
20100218,AGN,44258,166703,Q
20100218,AGNC,115920,831831,Q
20100218,AGO,86969,373213,Q
20100218,AGP,223402,517845,Q
20100218,AGQ,71005,153470,Q
20100218,AGT,81109,426817,Q
20100218,AGU,202981,503528,Q
20100218,AGX,1453,2453,Q
20100218,AGYS,3000,20765,Q
20100218,AGZ,2201,5763,Q
20100218,AHC,12504,27764,Q
20100218,AHCI,18334,27283,Q
20100218,AHD,13386,40283,Q
20100218,AHGP,1350,6129,Q
20100218,AHII,1050,2450,Q
20100218,AHL,20726,98592,Q
20100218,AHLp,100,100,Q
20100218,AHLpA,1479,2041,Q
20100218,AHS,3861,62821,Q
20100218,AHT,29900,96847,Q
20100218,AHTpA,2150,2250,Q
20100218,AHTpD,3350,8675,Q
20100218,AI,5880,7705,Q
20100218,AIA,4989,8661,Q
20100218,AIB,284522,1234922,Q
20100218,AIG,1103834,3093104,Q
20100218,AIGpA,16423,36752,Q
20100218,AIMC,2300,13404,Q
20100218,AIN,9570,15898,Q
20100218,AINV,202257,481907,Q
20100218,AIPC,101095,159168,Q
20100218,AIQ,5982,24621,Q
20100218,AIR,17980,48223,Q
20100218,AIRM,11475,15081,Q
20100218,AIRT,100,1418,Q
20100218,AIRV,12906,77771,Q
20100218,AIS,6600,104788,Q
20100218,AIT,900,28424,Q
20100218,AIV,133525,539074,Q
20100218,AIVpT,717,717,Q
20100218,AIVpY,200,1400,Q
20100218,AIXG,23820,46265,Q
20100218,AIZ,47094,288550,Q
20100218,AJG,66013,101316,Q
20100218,AKAM,124550,462757,Q
20100218,AKF,3300,14200,Q
20100218,AKNS,16108,43308,Q
20100218,AKP,452,2365,Q
20100218,AKR,6102,20405,Q
20100218,AKRX,22750,62500,Q
20100218,AKS,940559,2041516,Q
20100218,AKT,10850,21645,Q
20100218,ALAN,11823,22923,Q
20100218,ALB,32648,180606,Q
20100218,ALC,2000,3270,Q
20100218,ALCO,100,1950,Q
20100218,ALD,230551,1471558,Q
20100218,ALE,14168,29204,Q
20100218,ALEX,11582,36145,Q
20100218,ALGN,12613,37731,Q
20100218,ALGT,10800,39317,Q
20100218,ALJ,5308,17394,Q
20100218,ALK,60855,129169,Q
20100218,ALKS,36168,109600,Q
20100218,ALL,266853,832953,Q
20100218,ALLT,600,900,Q
20100218,ALM,3498,6513,Q
20100218,ALN,40153,120944,Q
20100218,ALNY,11934,19751,Q
20100218,ALOG,1600,9513,Q
20100218,ALOT,133,466,Q
20100218,ALOY,400,4400,Q
20100218,ALPpN,3063,53975,Q
20100218,ALPpO,100,420,Q
20100218,ALPpP,1400,2250,Q
20100218,ALQ,1425,2821,Q
20100218,ALSK,115403,175579,Q
20100218,ALT,812,1112,Q
20100218,ALTH,194288,406211,Q
20100218,ALTI,39537,160686,Q
20100218,ALTR,1021890,1577622,Q
20100218,ALU,5353840,12707568,Q
20100218,ALV,26928,80197,Q
20100218,ALVR,36306,81878,Q
20100218,ALX,100,200,Q
20100218,ALXA,10527,28833,Q
20100218,ALXN,116148,308341,Q
20100218,ALY,8465,39136,Q
20100218,ALZ,8960,9460,Q
20100218,AM,45321,77453,Q
20100218,AMAG,44351,86968,Q
20100218,AMAT,6423728,14817002,Q
20100218,AMB,193560,312302,Q
20100218,AMBpL,100,100,Q
20100218,AMBpM,1800,2100,Q
20100218,AMCC,88200,381822,Q
20100218,AMCF,1209,10829,Q
20100218,AMCN,13530,91730,Q
20100218,AMCS,3780,19671,Q
