,Symbol,ShortVolume,TotalVolume,Market
20100324,A,220318,535442,Q
20100324,AA,5791809,13054531,Q
20100324,AACC,500,1960,Q
20100324,AAI,623491,1050336,Q
20100324,AAME,1100,3891,Q
20100324,AAN,122123,260187,Q
20100324,AAON,10625,14243,Q
20100324,AAP,124114,371991,Q
20100324,AAPL,3999768,7672257,Q
20100324,AAR,7100,12200,Q
20100324,AATI,30789,190437,Q
20100324,AAV,76297,221430,Q
20100324,AAWW,20954,164913,Q
20100324,AAXJ,20232,46274,Q
20100324,AB,71997,151691,Q
20100324,ABA,6683,8083,Q
20100324,ABAT,97684,343608,Q
20100324,ABAX,37122,57581,Q
20100324,ABB,123274,323559,Q
20100324,ABBC,11317,37880,Q
20100324,ABC,174793,546231,Q
20100324,ABCB,2418,29345,Q
20100324,ABCD,3200,410618,Q
20100324,ABCO,2480,6795,Q
20100324,ABCW,13803,121889,Q
20100324,ABD,35603,178509,Q
20100324,ABFS,30092,89512,Q
20100324,ABG,8585,29142,Q
20100324,ABII,5721,21483,Q
20100324,ABIO,310,13141,Q
20100324,ABK,2192402,11947849,Q
20100324,ABM,38516,93764,Q
20100324,ABMD,29400,61255,Q
20100324,ABR,148397,345368,Q
20100324,ABT,709913,1638744,Q
20100324,ABTL,11600,104257,Q
20100324,ABV,11381,74862,Q
20100324,ABVA,6150,6450,Q
20100324,ABVT,8076,59143,Q
20100324,ABWpA,7709,9756,Q
20100324,ABX,2041258,4657079,Q
20100324,ACAD,63034,325669,Q
20100324,ACAP,1000,6000,Q
20100324,ACAS,614532,1440123,Q
20100324,ACAT,300,9695,Q
20100324,ACC,14550,72615,Q
20100324,ACCL,3600,11377,Q
20100324,ACE,211239,684096,Q
20100324,ACET,15400,64362,Q
20100324,ACF,322430,795496,Q
20100324,ACFC,150,350,Q
20100324,ACFN,916,5816,Q
20100324,ACG,149643,385492,Q
20100324,ACGL,30649,68218,Q
20100324,ACGY,19072,46818,Q
20100324,ACH,41962,100798,Q
20100324,ACHN,11770,50858,Q
20100324,ACI,591249,1418795,Q
20100324,ACIW,13147,25476,Q
20100324,ACL,40685,147268,Q
20100324,ACLI,500,2181,Q
20100324,ACLS,50632,192916,Q
20100324,ACM,46043,131448,Q
20100324,ACMR,1700,60100,Q
20100324,ACN,273716,865158,Q
20100324,ACO,4500,9414,Q
20100324,ACOM,16956,29826,Q
20100324,ACOR,14095,57665,Q
20100324,ACPW,33956,64130,Q
20100324,ACTG,18219,41385,Q
20100324,ACTI,12614,45494,Q
20100324,ACTL,3774,14516,Q
20100324,ACTS,1960,8333,Q
20100324,ACTU,11944,34320,Q
20100324,ACU,200,600,Q
20100324,ACUR,2197,4810,Q
20100324,ACV,17973,118674,Q
20100324,ACWI,31839,45463,Q
20100324,ACWX,15983,17385,Q
20100324,ACXM,52974,177692,Q
20100324,ADAM,2059,8446,Q
20100324,ADAT,12500,60304,Q
20100324,ADBE,2322739,5277179,Q
20100324,ADC,31511,52821,Q
20100324,ADCT,248506,759132,Q
20100324,ADEP,3909,8884,Q
20100324,ADES,22689,60353,Q
20100324,ADG,2600,10200,Q
20100324,ADGE,3221,9100,Q
20100324,ADGF,800,2000,Q
20100324,ADI,411551,1433325,Q
20100324,ADK,8420,26905,Q
20100324,ADK.WS,990,8600,Q
20100324,ADLR,31413,76603,Q
20100324,ADM,920655,3010580,Q
20100324,ADMpA,20619,92387,Q
20100324,ADP,233991,1305877,Q
20100324,ADPI,100,1200,Q
20100324,ADPT,41319,135789,Q
20100324,ADRA,220,1869,Q
20100324,ADRD,2490,12962,Q
20100324,ADRE,10268,17672,Q
20100324,ADRU,300,4070,Q
20100324,ADS,182479,293148,Q
20100324,ADSK,256110,571591,Q
20100324,ADTN,188560,326704,Q
20100324,ADUS,31180,79640,Q
20100324,ADVS,3800,12662,Q
20100324,ADX,516,29555,Q
20100324,ADY,13037,53727,Q
20100324,AE,1100,2740,Q
20100324,AEA,20805,116739,Q
