,Symbol,ShortVolume,TotalVolume,Market
20100628,A,152818,498510,Q
20100628,AA,3193092,7673632,Q
20100628,AACC,4313,12112,Q
20100628,AAI,283797,705061,Q
20100628,AAME,100,100,Q
20100628,AAN,73121,109206,Q
20100628,AAON,4100,8847,Q
20100628,AAP,29942,91332,Q
20100628,AAPL,2455292,8296304,Q
20100628,AATI,9717,31957,Q
20100628,AAU,10600,39658,Q
20100628,AAV,7900,57992,Q
20100628,AAWW,15000,36300,Q
20100628,AAXJ,33506,59467,Q
20100628,AAp,395,395,Q
20100628,AB,12560,65828,Q
20100628,ABAT,31224,67313,Q
20100628,ABAX,3917,11561,Q
20100628,ABB,132273,342764,Q
20100628,ABBC,2300,46056,Q
20100628,ABC,588971,1284942,Q
20100628,ABCB,19691,48804,Q
20100628,ABCD,13735,31207,Q
20100628,ABCO,16518,23151,Q
20100628,ABCW,30500,117403,Q
20100628,ABD,29427,138751,Q
20100628,ABFS,109090,265747,Q
20100628,ABG,51824,224152,Q
20100628,ABII,3873,5554,Q
20100628,ABIO,700,35608,Q
20100628,ABK,1053648,3869787,Q
20100628,ABL,1000,1200,Q
20100628,ABM,16985,33829,Q
20100628,ABMD,12800,25014,Q
20100628,ABR,25538,45022,Q
20100628,ABT,472061,1604231,Q
20100628,ABTL,38332,198843,Q
20100628,ABV,41359,63542,Q
20100628,ABVA,701,1900,Q
20100628,ABVT,11159,124723,Q
20100628,ABWpA,1800,4700,Q
20100628,ABX,1230400,2332279,Q
20100628,ACAD,26800,115306,Q
20100628,ACAP,2927,6747,Q
20100628,ACAS,841728,1788454,Q
20100628,ACAT,8886,33242,Q
20100628,ACC,27868,53124,Q
20100628,ACCL,10700,21699,Q
20100628,ACE,207785,642756,Q
20100628,ACET,2925,24980,Q
20100628,ACF,52991,165094,Q
20100628,ACFN,753,19354,Q
20100628,ACG,45191,265057,Q
20100628,ACGL,33825,141118,Q
20100628,ACGY,200,10646,Q
20100628,ACH,22350,50540,Q
20100628,ACHN,800,12758,Q
20100628,ACI,324584,705140,Q
20100628,ACIW,11937,24377,Q
20100628,ACL,68546,295090,Q
20100628,ACLI,7660,25860,Q
20100628,ACLS,140829,415833,Q
20100628,ACM,27471,171402,Q
20100628,ACMR,1100,4800,Q
20100628,ACN,1001393,2221106,Q
20100628,ACO,4200,5000,Q
20100628,ACOM,24452,47406,Q
20100628,ACOR,12603,36431,Q
20100628,ACPW,7356,25307,Q
20100628,ACTG,26637,71040,Q
20100628,ACTI,35983,102008,Q
20100628,ACTL,11204,33889,Q
20100628,ACTS,5180,28299,Q
20100628,ACTU,55706,92416,Q
20100628,ACU,100,1100,Q
20100628,ACUR,1700,14157,Q
20100628,ACV,29701,53711,Q
20100628,ACWI,23175,37515,Q
20100628,ACWX,36187,50890,Q
20100628,ACXM,26620,86502,Q
20100628,ACY,300,1400,Q
20100628,ADAM,3830,6830,Q
20100628,ADAT,14200,23163,Q
20100628,ADBE,1073988,4349545,Q
20100628,ADC,6802,18616,Q
20100628,ADCT,76538,221179,Q
20100628,ADEP,3300,5228,Q
20100628,ADES,1300,1900,Q
20100628,ADG,28113,94000,Q
20100628,ADGE,39338,65614,Q
20100628,ADGF,500,3000,Q
20100628,ADI,288395,657246,Q
20100628,ADLR,163380,910879,Q
