,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20110830,A,437293,0,697637
20110830,AA,2396073,4800,6236786
20110830,AAME,1717,0,2117
20110830,AAN,17120,0,35793
20110830,AAON,2046,0,5723
20110830,AAP,81300,200,149946
20110830,AAPL,2086425,500,4479114
20110830,AAR,750,0,1353
20110830,AAT,7614,0,14442
20110830,AATI,21981,0,142247
20110830,AAU,32521,0,129798
20110830,AAV,9100,200,39419
20110830,AAWW,32262,0,91313
20110830,AAXJ,26208,0,56564
20110830,AB,121896,0,298919
20110830,ABAT,325532,0,755532
20110830,ABAX,5405,0,9917
20110830,ABB,238705,0,461866
20110830,ABBC,1300,0,1976
20110830,ABC,247295,0,660568
20110830,ABCB,31226,0,106451
20110830,ABCD,2380,0,3655
20110830,ABCO,6071,0,10591
20110830,ABCS,400,0,600
20110830,ABCW,2800,0,9690
20110830,ABD,12414,0,20183
20110830,ABFS,13575,0,21146
20110830,ABG,14750,0,31837
20110830,ABH,22068,0,42954
20110830,ABIO,400,0,1650
20110830,ABM,8150,0,21746
20110830,ABMD,9600,0,10855
20110830,ABR,3391,0,17191
20110830,ABT,689370,100,1268777
20110830,ABTL,13800,0,21897
20110830,ABV,338824,0,435189
20110830,ABV.C,396,0,1396
20110830,ABVT,6748,0,16973
20110830,ABWpA,2101,0,3251
20110830,ABX,512191,1200,1966291
20110830,ACAD,18002,0,54772
20110830,ACAS,340955,0,705658
20110830,ACAT,18405,900,55671
20110830,ACC,73418,0,186616
20110830,ACCL,3864,0,35496
20110830,ACE,93927,0,216740
20110830,ACET,9700,0,32929
20110830,ACFC,600,100,1800
20110830,ACFN,6400,0,14170
20110830,ACG,63564,0,178486
20110830,ACGL,49470,0,112486
20110830,ACH,7200,0,27844
20110830,ACHN,68611,0,131527
20110830,ACI,392885,100,1013929
20110830,ACIW,19767,0,29199
20110830,ACLS,54598,0,204590
20110830,ACM,37360,0,112510
20110830,ACMR,1467,0,13306
20110830,ACN,300264,200,637152
20110830,ACNB,300,0,2270
20110830,ACO,13491,0,19442
20110830,ACOM,275600,0,374524
20110830,ACOR,12901,0,47043
20110830,ACP,4900,0,9795
20110830,ACPW,48248,0,176740
20110830,ACTG,38074,0,135538
20110830,ACTS,725,0,4225
20110830,ACTV,4530,0,14730
20110830,ACUR,9019,0,19969
20110830,ACW,40441,0,109638
20110830,ACWI,359877,0,367641
20110830,ACWX,2277,0,6879
20110830,ACXM,34577,0,77919
20110830,ACY,100,0,1400
20110830,ADAT,200,0,15950
20110830,ADBE,255148,0,845049
20110830,ADC,4900,0,9188
20110830,ADES,650,0,5971
20110830,ADGE,1551,0,5301
20110830,ADGF,600,0,4730
20110830,ADI,145504,0,340772
20110830,ADK,6000,0,7327
20110830,ADLR,13125,0,43940
20110830,ADM,345840,0,754265
20110830,ADP,151308,0,370114
20110830,ADPI,2839,0,10829
20110830,ADRA,600,0,1842
20110830,ADRD,500,0,1606
20110830,ADRE,1385,0,8372
20110830,ADS,40571,0,151025
20110830,ADSK,253098,0,553274
20110830,ADTN,71758,0,166736
20110830,ADUS,2434,0,3618
20110830,ADVS,8152,0,12980
20110830,ADX,1612,0,17470
20110830,ADY,2175,0,8046
20110830,AEA,55657,0,145428
20110830,AEB,8564,0,14689
20110830,AEC,51329,0,87525
20110830,AED,6889,0,21006
20110830,AEE,138649,0,397891
20110830,AEF,3585,0,20267
20110830,AEG,149076,0,344415
20110830,AEGR,100,0,7300
20110830,AEH,3588,0,13039
20110830,AEHR,100,0,865
20110830,AEIS,42788,0,82768
20110830,AEL,36434,0,244163
20110830,AEM,138390,100,260669
20110830,AEN,13580,0,44730
20110830,AEO,465534,300,649912
20110830,AEP,406686,0,630912
20110830,AEPI,500,0,2650
20110830,AEPpA,4088,0,6025
20110830,AER,25540,0,97037
20110830,AERG,5900,0,22808
20110830,AERL,4970,0,24690
20110830,AES,309902,0,1119505
20110830,AESpC,810,0,1707
20110830,AET,284732,0,420044
20110830,AETI,2150,0,3650
20110830,AEV,6084,0,13599
20110830,AEY,2450,0,6250
