,Symbol,ShortVolume,TotalVolume,Market
20100225,A,205350,648316,Q
20100225,AA,6150553,14909495,Q
20100225,AACC,600,5901,Q
20100225,AAI,256644,641052,Q
20100225,AAN,46031,94314,Q
20100225,AAON,5350,21250,Q
20100225,AAP,131361,275897,Q
20100225,AAPL,5193011,9192193,Q
20100225,AAR,5030,9727,Q
20100225,AATI,35711,73125,Q
20100225,AAU,17100,72720,Q
20100225,AAV,13391,88115,Q
20100225,AAWW,21928,73221,Q
20100225,AAXJ,14191,28700,Q
20100225,AB,47890,83698,Q
20100225,ABA,1673,6188,Q
20100225,ABAT,111809,206172,Q
20100225,ABAX,56103,86975,Q
20100225,ABB,240450,415357,Q
20100225,ABBC,1400,11164,Q
20100225,ABC,236171,627025,Q
20100225,ABCB,20263,36036,Q
20100225,ABCD,500,900,Q
20100225,ABCO,1100,21076,Q
20100225,ABCW,16825,25425,Q
20100225,ABD,46750,105957,Q
20100225,ABFS,170656,224768,Q
20100225,ABG,35892,119897,Q
20100225,ABI,200,200,Q
20100225,ABII,840,16011,Q
20100225,ABK,1047604,3906381,Q
20100225,ABKpZ,100,800,Q
20100225,ABM,3165,17292,Q
20100225,ABMD,190700,230067,Q
20100225,ABR,31269,75830,Q
20100225,ABT,625022,1038506,Q
20100225,ABTL,19684,51982,Q
20100225,ABV,21985,45307,Q
20100225,ABV.C,100,100,Q
20100225,ABVT,5035,12173,Q
20100225,ABWpA,2999,5099,Q
20100225,ABX,1306637,3430771,Q
20100225,ACAD,40578,182381,Q
20100225,ACAP,2058,12842,Q
20100225,ACAS,1292326,3324017,Q
20100225,ACAT,5913,31849,Q
20100225,ACC,17357,115647,Q
20100225,ACCL,2589,15920,Q
20100225,ACE,178847,444698,Q
20100225,ACET,22378,47886,Q
20100225,ACF,112012,710973,Q
20100225,ACFN,4400,19230,Q
20100225,ACG,40263,269526,Q
20100225,ACGL,19175,361615,Q
20100225,ACGY,9655,54892,Q
20100225,ACH,63377,121323,Q
20100225,ACHN,38979,113610,Q
20100225,ACI,1380362,2184639,Q
20100225,ACIW,47756,112053,Q
20100225,ACL,25753,76540,Q
20100225,ACLI,2648,4877,Q
20100225,ACLS,88892,189094,Q
20100225,ACM,35603,147740,Q
20100225,ACMR,2209,9662,Q
20100225,ACN,310488,1216600,Q
20100225,ACO,1200,31735,Q
20100225,ACOM,8740,51074,Q
20100225,ACOR,47028,101690,Q
20100225,ACPW,47762,85076,Q
20100225,ACTG,9446,47685,Q
20100225,ACTI,3461,40958,Q
20100225,ACTL,4925,14511,Q
20100225,ACTS,2200,27282,Q
20100225,ACTU,37060,82818,Q
20100225,ACUR,200,1731,Q
20100225,ACV,52897,272603,Q
20100225,ACWI,64345,75595,Q
20100225,ACWX,11460,68910,Q
20100225,ACXM,47513,353897,Q
20100225,ACY,2100,5746,Q
20100225,ADAT,6832,25432,Q
20100225,ADBE,1213111,2185087,Q
20100225,ADC,1600,5037,Q
20100225,ADCT,131065,536563,Q
20100225,ADES,300,6806,Q
20100225,ADI,275823,610501,Q
20100225,ADK,2013,3518,Q
20100225,ADLR,59494,168086,Q
20100225,ADM,319170,1231669,Q
20100225,ADMpA,45786,59323,Q
20100225,ADP,306231,779260,Q
20100225,ADPI,2100,4300,Q
20100225,ADPT,44142,230519,Q
20100225,ADRA,100,800,Q
20100225,ADRE,5644,53016,Q
20100225,ADRU,395,1395,Q
20100225,ADS,127811,220836,Q
20100225,ADSK,557534,1194965,Q
20100225,ADTN,80461,230485,Q
20100225,ADUS,3500,5635,Q
20100225,ADVS,10428,21617,Q
20100225,ADX,9082,56089,Q
20100225,ADY,75529,183021,Q
20100225,AE,1200,1700,Q
20100225,AEA,60108,231041,Q
20100225,AEB,24716,37043,Q
20100225,AEC,16335,73238,Q
20100225,AED,6198,20019,Q
20100225,AEE,118818,360482,Q
20100225,AEF,8940,32800,Q
20100225,AEG,38491,112354,Q
20100225,AEH,64701,91183,Q
20100225,AEHR,4800,10711,Q
20100225,AEIS,13526,75766,Q
20100225,AEL,296460,605020,Q
20100225,AEM,469186,886483,Q
20100225,AEN,10580,64669,Q
20100225,AEO,295640,906464,Q
20100225,AEP,252915,401083,Q
20100225,AEPI,1962,12277,Q
20100225,AEPpA,1339,3477,Q
20100225,AER,65005,104440,Q
20100225,AERG,20484,45904,Q
20100225,AES,332836,1015940,Q
20100225,AESpC,3000,3800,Q
20100225,AET,787243,1445458,Q
20100225,AETI,200,900,Q
20100225,AEV,10334,41524,Q
20100225,AEY,9044,20148,Q
20100225,AEZ,150139,286235,Q
20100225,AEZS,12919,50771,Q
20100225,AF,27170,76539,Q
20100225,AFAM,57831,103375,Q
20100225,AFB,6880,16567,Q
