,Symbol,ShortVolume,TotalVolume,Market
20100423,A,185693,524808,Q
20100423,AA,4614261,10097289,Q
20100423,AACC,6845,11405,Q
20100423,AAI,672260,1464830,Q
20100423,AAN,61101,225217,Q
20100423,AAON,11068,19786,Q
20100423,AAP,56524,144168,Q
20100423,AAPL,7228984,13140918,Q
20100423,AAR,7450,15731,Q
20100423,AATI,36795,70155,Q
20100423,AAU,26294,44202,Q
20100423,AAV,18650,175960,Q
20100423,AAWW,9399,36445,Q
20100423,AAXJ,27310,53037,Q
20100423,AB,31238,144447,Q
20100423,ABAT,95902,294011,Q
20100423,ABAX,30000,50765,Q
20100423,ABB,425108,1137359,Q
20100423,ABBC,65996,108951,Q
20100423,ABC,310247,1127705,Q
20100423,ABCB,38870,122625,Q
20100423,ABCD,23925,78345,Q
20100423,ABCO,3500,39003,Q
20100423,ABCW,209639,459784,Q
20100423,ABD,65908,118297,Q
20100423,ABFS,181690,537317,Q
20100423,ABG,10454,44050,Q
20100423,ABI,1800,5800,Q
20100423,ABII,3095,8848,Q
20100423,ABIO,3925869,8309547,Q
20100423,ABK,7153583,21140602,Q
20100423,ABKpZ,550,2750,Q
20100423,ABM,2857,27828,Q
20100423,ABMD,76873,99458,Q
20100423,ABR,75642,162014,Q
20100423,ABT,1079883,3037682,Q
20100423,ABTL,65103,237226,Q
20100423,ABV,23316,53170,Q
20100423,ABVA,1500,6690,Q
20100423,ABVT,12880,45821,Q
20100423,ABWpA,2765,7070,Q
20100423,ABX,1049653,1954723,Q
20100423,ACAD,42343,204066,Q
20100423,ACAP,926,2826,Q
20100423,ACAS,1161531,2736166,Q
20100423,ACAT,8452,20891,Q
20100423,ACC,60064,316747,Q
20100423,ACCL,6142,10684,Q
20100423,ACE,120102,1080517,Q
20100423,ACET,24949,49984,Q
20100423,ACF,62219,334148,Q
20100423,ACFC,900,3198,Q
20100423,ACFN,2500,13550,Q
20100423,ACG,67632,294103,Q
20100423,ACGL,7572,67336,Q
20100423,ACGY,5808,36843,Q
20100423,ACH,36696,84228,Q
20100423,ACHN,10790,65160,Q
20100423,ACI,889340,1720985,Q
20100423,ACIW,7460,138440,Q
20100423,ACL,42561,148412,Q
20100423,ACLI,10185,16409,Q
20100423,ACLS,284951,1186203,Q
20100423,ACM,65314,164938,Q
20100423,ACMR,16280,235922,Q
20100423,ACN,664479,1510576,Q
20100423,ACO,17900,47386,Q
20100423,ACOM,20611,41763,Q
20100423,ACOR,11832,39626,Q
20100423,ACPW,57567,299433,Q
20100423,ACTG,423586,1201173,Q
20100423,ACTI,10860,58320,Q
20100423,ACTL,3675,15799,Q
20100423,ACTS,9700,31782,Q
20100423,ACTU,22260,48532,Q
20100423,ACU,100,1899,Q
20100423,ACUR,940045,2318041,Q
20100423,ACV,54512,209579,Q
20100423,ACWI,19326,21846,Q
20100423,ACWX,15266,18138,Q
20100423,ACXM,55401,137304,Q
20100423,ADAM,600,1550,Q
20100423,ADAT,6700,22900,Q
20100423,ADBE,514397,1493862,Q
20100423,ADC,4260,24463,Q
20100423,ADCT,172016,378117,Q
20100423,ADEP,6385,14738,Q
20100423,ADES,1600,8493,Q
20100423,ADG,7196,42401,Q
20100423,ADGE,9300,25200,Q
20100423,ADGF,12563,19086,Q
20100423,ADI,613361,1190534,Q
20100423,ADK,1000,1000,Q
20100423,ADK.WS,100,100,Q
20100423,ADLR,44561,1276283,Q
20100423,ADM,477773,1195849,Q
20100423,ADMpA,9094,14011,Q
20100423,ADP,336018,711693,Q
20100423,ADPI,7350,13178,Q
20100423,ADPT,19681,124628,Q
20100423,ADRD,600,3777,Q
20100423,ADRE,21565,48270,Q
