,Symbol,ShortVolume,TotalVolume,Market
20100504,A,277926,696783,Q
20100504,AA,8548017,19263607,Q
20100504,AACC,200,1765,Q
20100504,AAI,771536,1632357,Q
20100504,AAME,2500,5900,Q
20100504,AAN,79311,234721,Q
20100504,AAON,5390,30460,Q
20100504,AAP,68759,163936,Q
20100504,AAPL,5358395,11833410,Q
20100504,AAR,9300,14479,Q
20100504,AATI,43100,191280,Q
20100504,AAU,60404,147736,Q
20100504,AAV,42295,192845,Q
20100504,AAWW,38606,100353,Q
20100504,AAXJ,46191,193873,Q
20100504,AB,79073,303238,Q
20100504,ABAT,123845,451199,Q
20100504,ABAX,12416,31386,Q
20100504,ABB,310716,1482582,Q
20100504,ABBC,10767,19398,Q
20100504,ABC,215105,446542,Q
20100504,ABCB,24196,250293,Q
20100504,ABCD,2836,12036,Q
20100504,ABCO,5455,7803,Q
20100504,ABCW,41570,78025,Q
20100504,ABD,22276,91801,Q
20100504,ABFS,74387,156485,Q
20100504,ABG,17840,72611,Q
20100504,ABI,100,500,Q
20100504,ABII,4100,10318,Q
20100504,ABIO,77934,197693,Q
20100504,ABK,8642539,24910384,Q
20100504,ABKpZ,3727,64427,Q
20100504,ABM,17593,56950,Q
20100504,ABMD,17122,51538,Q
20100504,ABR,26040,100635,Q
20100504,ABT,911183,2991841,Q
20100504,ABTL,8805,11305,Q
20100504,ABV,43568,103355,Q
20100504,ABV.C,1100,6330,Q
20100504,ABVT,16017,34227,Q
20100504,ABWpA,3280,7380,Q
20100504,ABX,1781719,3505202,Q
20100504,ACAD,50200,220727,Q
20100504,ACAP,2599,6689,Q
20100504,ACAS,1948586,3769054,Q
20100504,ACAT,10990,37002,Q
20100504,ACC,34621,126190,Q
20100504,ACCL,3022,9847,Q
20100504,ACE,80181,174131,Q
20100504,ACET,8430,51864,Q
20100504,ACF,175892,509950,Q
20100504,ACFC,1600,3300,Q
20100504,ACFN,1607,17316,Q
20100504,ACG,43496,243760,Q
20100504,ACGL,43403,102781,Q
20100504,ACGY,34549,83610,Q
20100504,ACH,184031,378665,Q
20100504,ACHN,24116,81117,Q
20100504,ACI,1050310,1727784,Q
20100504,ACIW,7412,42944,Q
20100504,ACL,125689,494554,Q
20100504,ACLI,6700,25860,Q
20100504,ACLS,153462,505260,Q
20100504,ACM,52808,154261,Q
20100504,ACMR,10638,26939,Q
20100504,ACN,442995,915451,Q
20100504,ACO,23280,54845,Q
20100504,ACOM,27973,61694,Q
20100504,ACOR,78948,275756,Q
20100504,ACPW,2500,402224,Q
20100504,ACTG,70429,203161,Q
20100504,ACTI,3281,33781,Q
20100504,ACTL,26300,43038,Q
20100504,ACTS,22246,71055,Q
20100504,ACTU,168311,1451176,Q
20100504,ACU,450,2855,Q
20100504,ACUR,19575,93745,Q
20100504,ACV,27888,73681,Q
20100504,ACWI,93507,142197,Q
20100504,ACWX,333279,397054,Q
20100504,ACXM,143042,401866,Q
20100504,ACY,1400,2340,Q
20100504,ADAM,5764,12714,Q
20100504,ADAT,9692,51100,Q
20100504,ADBE,708807,2992665,Q
20100504,ADC,9783,32956,Q
20100504,ADCT,445880,749525,Q
20100504,ADEP,17031,76882,Q
20100504,ADES,2133,5683,Q
20100504,ADG,3450,7950,Q
20100504,ADGE,3730,13090,Q
20100504,ADGF,6565,13784,Q
20100504,ADI,557706,1025594,Q
20100504,ADLR,75553,162104,Q
20100504,ADM,1015422,5799236,Q
20100504,ADMpA,42354,72545,Q
20100504,ADP,437016,916951,Q
20100504,ADPI,1080,9061,Q
20100504,ADPT,80957,238566,Q
20100504,ADRA,1260,3820,Q
20100504,ADRD,628,6768,Q
20100504,ADRE,24138,110320,Q
20100504,ADRU,849,2837,Q
20100504,ADS,350648,654610,Q
20100504,ADSK,623501,1798853,Q
20100504,ADTN,85843,147372,Q
20100504,ADUS,1450,3250,Q
20100504,ADVS,9734,23105,Q
20100504,ADX,5425,38005,Q
20100504,ADY,29418,92875,Q
20100504,ADZ,275,275,Q
20100504,AE,3482,10052,Q
20100504,AEA,74645,210274,Q
20100504,AEB,4180,13038,Q
20100504,AEC,9608,77097,Q
20100504,AECpB,800,1500,Q
20100504,AED,1287,9840,Q
20100504,AEE,247522,507000,Q
20100504,AEF,5806,36904,Q
20100504,AEG,181234,691205,Q
20100504,AEH,1988,28868,Q
20100504,AEHR,1000,7808,Q
20100504,AEIS,28945,182668,Q
20100504,AEL,127068,292830,Q
20100504,AEM,366420,771981,Q
20100504,AEN,77991,192634,Q
20100504,AEO,490771,1802611,Q
20100504,AEP,659262,1932533,Q
20100504,AEPI,2600,8685,Q
20100504,AEPpA,2390,4404,Q
20100504,AER,75620,471602,Q
20100504,AERG,201387,354373,Q
20100504,AES,851822,2439380,Q
20100504,AESpC,1210,3110,Q
20100504,AET,744510,2432527,Q
20100504,AETI,1130,4650,Q
20100504,AEV,6862,17695,Q
20100504,AEY,3750,7564,Q
20100504,AEZ,262501,529498,Q
20100504,AEZS,1247719,2608549,Q
20100504,AF,106626,196044,Q
20100504,AFAM,15720,45339,Q
20100504,AFB,5302,17474,Q
20100504,AFC,1480,15845,Q
20100504,AFCE,6292,87616,Q
20100504,AFE,450,2732,Q
20100504,AFF,24606,74599,Q
20100504,AFFX,766597,1438322,Q
20100504,AFFY,21417,51542,Q
20100504,AFG,14276,99303,Q
20100504,AFK,1900,5627,Q
20100504,AFL,734800,2521623,Q
20100504,AFOP,5103,36571,Q
20100504,AFSI,7050,67119,Q
20100504,AGA,780,1320,Q
20100504,AGAM,38525,127070,Q
20100504,AGC,37745,86600,Q
20100504,AGCO,179046,527681,Q
20100504,AGD,25350,88652,Q
20100504,AGEN,481314,1037321,Q
20100504,AGG,237161,464524,Q
20100504,AGII,5600,70350,Q
20100504,AGL,22230,60422,Q
20100504,AGM,65650,137931,Q
20100504,AGN,107164,283505,Q
20100504,AGNC,89712,328531,Q
20100504,AGO,234368,507538,Q
20100504,AGOpB,1260,3010,Q
20100504,AGOpE,350,9150,Q
20100504,AGOpF,500,5200,Q
20100504,AGP,58504,145892,Q
20100504,AGQ,190312,392915,Q
20100504,AGT,153264,635572,Q
20100504,AGU,180022,361302,Q
20100504,AGX,1100,2115,Q
20100504,AGYS,42440,167050,Q
20100504,AGZ,7398,65376,Q
20100504,AHC,7200,40127,Q
20100504,AHCI,17411,22511,Q
20100504,AHD,6217,44048,Q
20100504,AHGP,3169,15606,Q
20100504,AHII,16500,58052,Q
20100504,AHL,24540,97869,Q
20100504,AHLpA,2300,2832,Q
20100504,AHS,17600,65929,Q
20100504,AHT,63157,174873,Q
20100504,AHTpD,1858,3083,Q
20100504,AI,13176,26891,Q
20100504,AIA,6822,19346,Q
20100504,AIB,982140,3164524,Q
20100504,AIG,1269327,3151350,Q
20100504,AIGpA,75218,128288,Q
20100504,AIM,4780,9473,Q
20100504,AIMC,31929,88838,Q
20100504,AIN,28086,91010,Q
20100504,AINV,284716,1216778,Q
20100504,AIPC,29371,86609,Q
20100504,AIQ,20910,31596,Q
20100504,AIR,17090,55299,Q
20100504,AIRM,11190,25447,Q
20100504,AIRT,6950,10115,Q
20100504,AIS,41485,259309,Q
20100504,AIT,55997,167691,Q
20100504,AIV,478187,1028960,Q
20100504,AIVpG,1000,1500,Q
20100504,AIVpU,800,1200,Q
20100504,AIVpY,700,2000,Q
20100504,AIXG,57415,237514,Q
20100504,AIZ,42672,126010,Q
20100504,AJG,93979,137198,Q
20100504,AKAM,438709,1067871,Q
20100504,AKF,4600,16707,Q
20100504,AKNS,60601,214912,Q
20100504,AKO.B,303,303,Q
20100504,AKP,1100,9457,Q
20100504,AKR,52120,101431,Q
20100504,AKRX,825880,1985036,Q
20100504,AKS,2348844,4635168,Q
20100504,AKT,7200,12580,Q
20100504,ALAN,39100,87313,Q
20100504,ALB,209123,371054,Q
20100504,ALC,3775,21867,Q
20100504,ALE,12310,36839,Q
20100504,ALEX,18424,34119,Q
20100504,ALF,1745,2920,Q
20100504,ALG,6675,14795,Q
20100504,ALGN,154382,312752,Q
20100504,ALGT,39923,132152,Q
20100504,ALIM,400,29852,Q
20100504,ALJ,12910,34420,Q
20100504,ALK,78398,203745,Q
20100504,ALKS,73714,221936,Q
20100504,ALL,380196,1122461,Q
20100504,ALLT,13086,33812,Q
20100504,ALM,990,4044,Q
20100504,ALN,22044,65030,Q
20100504,ALNC,200,1175,Q
20100504,ALNY,41350,140357,Q
20100504,ALOG,8456,27820,Q
20100504,ALOY,2279,11360,Q
20100504,ALPpN,2310,2310,Q
20100504,ALPpP,800,800,Q
20100504,ALQ,600,900,Q
20100504,ALRN,1300,6200,Q
20100504,ALSK,126847,251540,Q
20100504,ALT,2343,2454,Q
20100504,ALTH,216901,387219,Q
20100504,ALTI,778864,1404160,Q
20100504,ALTR,1641273,3344356,Q
20100504,ALU,3469108,7280079,Q
20100504,ALV,166404,245877,Q
20100504,ALVR,427856,1646377,Q
20100504,ALXA,43182,117825,Q
20100504,ALXN,34405,197540,Q
20100504,ALY,27495,108041,Q
20100504,ALZ,1670,3654,Q
20100504,AM,27554,92958,Q
20100504,AMAC,650,995,Q
20100504,AMAG,37992,96995,Q
20100504,AMAT,4702232,10493577,Q
20100504,AMB,107392,321843,Q
20100504,AMBpM,500,600,Q
20100504,AMCC,240139,650503,Q
20100504,AMCF,13300,44575,Q
20100504,AMCN,24496,46406,Q
20100504,AMD,5620967,16152787,Q
20100504,AME,32849,73832,Q
20100504,AMED,52256,211886,Q
20100504,AMG,58775,87352,Q
20100504,AMGN,532655,1427555,Q
20100504,AMIE,9100,42136,Q
20100504,AMIN,11031,21656,Q
20100504,AMJ,149092,217512,Q
20100504,AMKR,689254,1361203,Q
20100504,AMLN,320730,995883,Q
20100504,AMMD,191858,818902,Q
20100504,AMN,5600,30549,Q
20100504,AMOT,2400,2700,Q
20100504,AMOV,345,1365,Q
20100504,AMP,162016,358087,Q
20100504,AMPH,3250,17460,Q
20100504,AMPL,6396,38566,Q
20100504,AMPpA,6121,8246,Q
20100504,AMR,5292188,9859197,Q
20100504,AMRB,200,5006,Q
20100504,AMRI,6873,35934,Q
20100504,AMRN,74662,195091,Q
20100504,AMS,892,1242,Q
20100504,AMSC,216177,420969,Q
20100504,AMSF,10958,55995,Q
20100504,AMSG,26363,173369,Q
20100504,AMSWA,1562,21464,Q
20100504,AMT,644735,1655095,Q
20100504,AMTD,642359,901328,Q
20100504,AMWD,500,2500,Q
20100504,AMX,285350,619693,Q
20100504,AMZN,1198542,3827161,Q
20100504,AN,497167,798466,Q
20100504,ANAD,123580,363175,Q
20100504,ANCI,29449,47795,Q
20100504,ANDE,94217,129904,Q
20100504,ANDS,65775,138156,Q
20100504,ANEN,2239,6639,Q
20100504,ANF,310467,972860,Q
20100504,ANGN,100,400,Q
20100504,ANGO,16682,46845,Q
20100504,ANH,737303,1926998,Q
20100504,ANIK,3990,15521,Q
20100504,ANLY,6900,9640,Q
20100504,ANN,900263,2033118,Q
20100504,ANO,68920,573685,Q
20100504,ANPI,147137,468328,Q
20100504,ANR,635763,1580071,Q
20100504,ANSS,19298,54921,Q
20100504,ANSW,6775,27788,Q
20100504,ANTH,1600,4000,Q
20100504,ANV,75815,210741,Q
20100504,ANW,35645,221633,Q
20100504,ANX,126262,491431,Q
20100504,AOA,4279,11504,Q
20100504,AOB,46026,388772,Q
20100504,AOD,307614,865396,Q
20100504,AOI,19808,79372,Q
20100504,AOK,599,1699,Q
20100504,AOL,251570,1398626,Q
20100504,AOM,274,914,Q
20100504,AON,96054,501862,Q
20100504,AONE,199034,904356,Q
20100504,AOR,3246,3626,Q
20100504,AOS,37805,69765,Q
20100504,AOSL,13998,32998,Q
20100504,AOpA,1560,2860,Q
20100504,AP,1500,5103,Q
20100504,APA,523648,1289272,Q
20100504,APAC,17430,81750,Q
20100504,APB,4000,9280,Q
20100504,APC,996448,3511792,Q
20100504,APCVZ,314446,1588361,Q
20100504,APD,100434,246080,Q
20100504,APEI,16854,33152,Q
20100504,APF,6041,17466,Q
20100504,APFC,1232,4232,Q
20100504,APH,158511,295970,Q
20100504,API,6851,31251,Q
20100504,APKT,342116,901099,Q
20100504,APL,49911,298477,Q
20100504,APOG,29807,157944,Q
20100504,APOL,288225,785568,Q
20100504,APP,69494,143596,Q
20100504,APPA,64575,137153,Q
20100504,APPY,158648,335419,Q
20100504,APSG,16652,31141,Q
20100504,APT,35253,87024,Q
20100504,APU,29427,49475,Q
20100504,APWR,301278,799447,Q
20100504,APX,2407,5912,Q
20100504,ARAY,66922,148076,Q
20100504,ARB,29464,43514,Q
20100504,ARBA,72258,247882,Q
20100504,ARCC,219658,764863,Q
20100504,ARCI,4680,11331,Q
20100504,ARCL,25963,48039,Q
20100504,ARD,42074,124196,Q
20100504,ARDNA,100,361,Q
20100504,ARE,76417,236509,Q
20100504,AREX,5822,13922,Q
20100504,AREpC,100,3166,Q
20100504,ARG,33511,75798,Q
20100504,ARGN,12420,33573,Q
20100504,ARHpA,153,366,Q
20100504,ARHpB,1128,2076,Q
20100504,ARI,9530,14930,Q
20100504,ARIA,264335,673831,Q
20100504,ARII,17050,48780,Q
20100504,ARJ,4800,14237,Q
20100504,ARK,8774,81395,Q
20100504,ARL,2200,3524,Q
