,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20111205,A,105675,0,557673
20111205,AA,2744115,0,9252599
20111205,AACC,3700,0,9450
20111205,AAME,100,0,200
20111205,AAN,29926,0,56082
20111205,AAON,2069,0,3309
20111205,AAP,21759,0,57364
20111205,AAPL,1624030,0,3880133
20111205,AAR,14500,0,54005
20111205,AAT,8300,0,56756
20111205,AATI,5710,0,21311
20111205,AAU,21760,460,56795
20111205,AAV,7600,600,52845
20111205,AAWW,9281,0,30965
20111205,AAXJ,17242,0,47033
20111205,AB,38198,0,136469
20111205,ABAX,40118,0,47749
20111205,ABB,155881,0,947984
20111205,ABC,235009,200,649013
20111205,ABCB,2114,0,11916
20111205,ABCD,1748,0,6578
20111205,ABCO,2443,0,5816
20111205,ABCS,700,0,2050
20111205,ABD,10208,0,36757
20111205,ABFS,8969,0,44023
20111205,ABG,10566,0,111559
20111205,ABH,10700,100,124296
20111205,ABIO,6675,0,38271
20111205,ABM,5389,0,96366
20111205,ABMD,29851,0,68156
20111205,ABR,7700,0,57458
20111205,ABT,459406,800,1126429
20111205,ABTL,4800,0,17567
20111205,ABV,203109,0,627281
20111205,ABVT,10695,0,21885
20111205,ABWpA,1500,0,4556
20111205,ABWpB,9600,0,10950
20111205,ABX,690710,5644,1605775
20111205,ACAD,14740,0,37373
20111205,ACAS,500709,0,1276008
20111205,ACAT,9988,0,17446
20111205,ACC,18961,0,48679
20111205,ACCL,3398,0,55759
20111205,ACE,43057,0,101023
20111205,ACET,7434,0,26355
20111205,ACFC,32515,0,68008
20111205,ACFN,8400,0,12096
20111205,ACG,140413,0,368745
20111205,ACGL,77944,0,242802
20111205,ACH,7548,0,54565
20111205,ACHC,9825,575,18100
20111205,ACHN,65932,0,273451
20111205,ACI,557935,0,1527455
20111205,ACIW,4934,0,52248
20111205,ACLS,186862,0,444570
20111205,ACM,28965,0,71645
20111205,ACN,273778,0,844273
20111205,ACO,13375,0,32265
20111205,ACOM,82160,0,239284
20111205,ACOR,2239,0,10676
20111205,ACP,15349,0,27699
20111205,ACPW,72725,0,176945
20111205,ACTG,19337,0,118593
20111205,ACTV,93078,700,312939
20111205,ACUR,6140,0,26174
20111205,ACW,22774,0,107902
20111205,ACWI,67269,0,163484
20111205,ACWX,216390,0,300665
20111205,ACXM,10330,0,31544
20111205,ACY,1942,0,3172
20111205,ADAT,9935,0,23895
20111205,ADBE,438916,0,1138407
20111205,ADC,920,0,4579
20111205,ADEP,2472,0,10122
20111205,ADES,10068,0,37683
20111205,ADGE,10000,0,10000
