,Symbol,ShortVolume,TotalVolume,Market
20100629,A,544957,1212176,Q
20100629,AA,6620644,13276176,Q
20100629,AACC,12710,25010,Q
20100629,AAI,568776,1360167,Q
20100629,AAN,503756,941128,Q
20100629,AAN.A,200,1400,Q
20100629,AAON,6435,10963,Q
20100629,AAP,45061,105036,Q
20100629,AAPL,4425719,15577772,Q
20100629,AAR,500,3280,Q
20100629,AATI,15056,40449,Q
20100629,AAU,27870,125070,Q
20100629,AAV,22100,187817,Q
20100629,AAWW,42222,111894,Q
20100629,AAXJ,13408,343813,Q
20100629,AB,44081,199254,Q
20100629,ABA,2510,5862,Q
20100629,ABAT,87290,201215,Q
20100629,ABAX,38666,48792,Q
20100629,ABB,263800,981224,Q
20100629,ABBC,3059,40863,Q
20100629,ABC,1194045,2083734,Q
20100629,ABCB,20882,55393,Q
20100629,ABCD,21046,50903,Q
20100629,ABCO,11080,21430,Q
20100629,ABCW,16170,35302,Q
20100629,ABD,131563,240335,Q
20100629,ABFS,61629,187703,Q
20100629,ABG,100954,173291,Q
20100629,ABII,11912,29102,Q
20100629,ABIO,15194,83530,Q
20100629,ABK,1006365,4148296,Q
20100629,ABKpZ,600,1000,Q
20100629,ABM,19109,31517,Q
20100629,ABMD,15390,39765,Q
20100629,ABR,32119,59792,Q
20100629,ABT,813493,1751911,Q
20100629,ABTL,95709,198683,Q
20100629,ABV,58093,132421,Q
20100629,ABVA,500,905,Q
20100629,ABVT,14934,140364,Q
20100629,ABWpA,2013,6703,Q
20100629,ABX,1049595,2099017,Q
20100629,ACAD,52756,258596,Q
20100629,ACAP,7750,12700,Q
20100629,ACAS,1685777,3693360,Q
20100629,ACAT,28761,41279,Q
20100629,ACC,51337,109038,Q
20100629,ACCL,13006,29074,Q
20100629,ACE,288766,962001,Q
20100629,ACET,13096,59828,Q
20100629,ACF,177695,447933,Q
20100629,ACFN,1100,6500,Q
20100629,ACG,91250,372463,Q
20100629,ACGL,50898,101667,Q
20100629,ACGY,8081,45753,Q
20100629,ACH,151766,225947,Q
20100629,ACHN,850,30732,Q
20100629,ACI,725643,2100651,Q
20100629,ACIW,20751,28202,Q
20100629,ACL,105934,236983,Q
20100629,ACLI,23622,39976,Q
20100629,ACLS,103433,342838,Q
20100629,ACM,34480,192024,Q
20100629,ACMR,3151,8861,Q
20100629,ACN,794363,1677355,Q
20100629,ACO,7643,12848,Q
20100629,ACOM,83416,142238,Q
20100629,ACOR,28815,66087,Q
20100629,ACPW,5900,30141,Q
20100629,ACTG,106177,168950,Q
20100629,ACTI,11879,69963,Q
20100629,ACTL,14405,30883,Q
20100629,ACTS,18700,43271,Q
20100629,ACTU,52940,208529,Q
20100629,ACUR,3109,17991,Q
20100629,ACV,165421,292694,Q
20100629,ACWI,16729,1732729,Q
20100629,ACWX,10022,26481,Q
20100629,ACXM,51293,153001,Q
20100629,ACY,900,5536,Q
20100629,ADAM,5700,9800,Q
20100629,ADAT,36400,49682,Q
20100629,ADBE,1432280,5708617,Q
20100629,ADC,4200,20291,Q
20100629,ADCT,265472,565439,Q
20100629,ADEP,600,1800,Q
20100629,ADES,600,1300,Q
20100629,ADG,13121,43301,Q
20100629,ADGE,22211,38995,Q
20100629,ADI,391751,678215,Q
20100629,ADK,1100,3740,Q
20100629,ADLR,244311,1270908,Q
20100629,ADM,665079,1894389,Q
20100629,ADMpA,109617,218566,Q
20100629,ADP,1295658,2042592,Q
20100629,ADPI,1702,24902,Q
20100629,ADPT,61360,114149,Q
20100629,ADRD,768,8395,Q
20100629,ADRE,5994,35032,Q
20100629,ADRU,1655,2055,Q
20100629,ADS,805766,1262388,Q
20100629,ADSK,462299,1246454,Q
20100629,ADTN,100039,248671,Q
20100629,ADUS,1300,2200,Q
20100629,ADVS,47517,87894,Q
20100629,ADX,14312,43888,Q
20100629,ADY,5942,18299,Q
20100629,ADZ,840,1662,Q
20100629,AEA,76868,138747,Q
20100629,AEB,4745,11206,Q
20100629,AEC,12963,78390,Q
20100629,AED,13570,29048,Q
20100629,AEE,308451,544784,Q
20100629,AEF,6595,17325,Q
20100629,AEG,64007,188531,Q
20100629,AEH,17020,37047,Q
20100629,AEHR,4100,5887,Q
20100629,AEIS,44495,102193,Q
20100629,AEL,201493,359393,Q
20100629,AEM,176502,353687,Q
20100629,AEN,16949,61099,Q
