,Symbol,ShortVolume,TotalVolume,Market
20100112,A,143284,428342,Q
20100112,AA,30087075,58804269,Q
20100112,AAC,599,1299,Q
20100112,AACC,700,3400,Q
20100112,AAI,1358366,3167369,Q
20100112,AAME,600,1400,Q
20100112,AAN,52594,150920,Q
20100112,AAON,8079,15464,Q
20100112,AAP,432604,588305,Q
20100112,AAPL,2593723,7331639,Q
20100112,AAR,1430,6216,Q
20100112,AATI,95103,156430,Q
20100112,AAU,47835,183549,Q
20100112,AAV,61807,259733,Q
20100112,AAWW,12620,42880,Q
20100112,AAXJ,56237,70453,Q
20100112,AB,99406,177994,Q
20100112,ABA,300,1007,Q
20100112,ABAT,145349,659497,Q
20100112,ABAX,42599,55307,Q
20100112,ABB,181385,1009328,Q
20100112,ABC,367068,834320,Q
20100112,ABCB,2377,4993,Q
20100112,ABCD,100,3012,Q
20100112,ABCO,2074,37029,Q
20100112,ABCW,140824,448044,Q
20100112,ABD,32195,162948,Q
20100112,ABFS,52810,141033,Q
20100112,ABG,58819,113298,Q
20100112,ABII,1000,6937,Q
20100112,ABIO,3655,19101,Q
20100112,ABK,1389900,5320454,Q
20100112,ABKpZ,1100,1400,Q
20100112,ABM,13105,23861,Q
20100112,ABMD,24120,62680,Q
20100112,ABR,36245,99754,Q
20100112,ABT,415399,1812293,Q
20100112,ABTL,24864,41994,Q
20100112,ABV,13819,44361,Q
20100112,ABV.C,100,2200,Q
20100112,ABVA,500,798,Q
20100112,ABVT,6106,37275,Q
20100112,ABWpA,9690,15997,Q
20100112,ABX,1220543,2674014,Q
20100112,ABY,712,876,Q
20100112,ACAD,76846,191224,Q
20100112,ACAP,4200,13118,Q
20100112,ACAS,2283325,5666244,Q
20100112,ACAT,19649,36917,Q
20100112,ACC,19976,39150,Q
20100112,ACCL,700,4600,Q
20100112,ACE,154993,779735,Q
20100112,ACET,96407,140623,Q
20100112,ACF,72085,255830,Q
20100112,ACFC,120,370,Q
20100112,ACFN,12287,46098,Q
20100112,ACG,56645,396555,Q
20100112,ACGL,31084,66999,Q
20100112,ACGY,2426,26139,Q
20100112,ACH,99559,304812,Q
20100112,ACHN,188368,465848,Q
20100112,ACI,614677,1453850,Q
20100112,ACIW,8356,21183,Q
20100112,ACL,74162,192413,Q
20100112,ACLI,5123,29574,Q
20100112,ACLS,153176,393386,Q
20100112,ACM,23833,120826,Q
20100112,ACMR,2542,10242,Q
20100112,ACN,406763,1346955,Q
20100112,ACO,7008,27248,Q
20100112,ACOM,2100,21004,Q
20100112,ACOR,51651,69731,Q
20100112,ACPW,11000,58562,Q
20100112,ACS,242895,326753,Q
20100112,ACTG,17795,36065,Q
20100112,ACTI,5300,16536,Q
20100112,ACTL,8846,35875,Q
20100112,ACTU,11927,45907,Q
20100112,ACUR,1883,4133,Q
20100112,ACV,14709,120489,Q
20100112,ACWI,14613,51901,Q
20100112,ACWX,14395,17579,Q
20100112,ACXM,77086,121306,Q
20100112,ACY,1800,3400,Q
20100112,ADAM,3800,6595,Q
20100112,ADAT,62119,156719,Q
20100112,ADBE,542828,1291281,Q
20100112,ADC,1228,2728,Q
20100112,ADCT,255663,657541,Q
20100112,ADES,3350,19547,Q
20100112,ADGE,400,500,Q
20100112,ADI,664693,1684569,Q
20100112,ADK,2270,5920,Q
20100112,ADLR,26103,50560,Q
20100112,ADM,163048,768027,Q
20100112,ADMpA,5515,10786,Q
20100112,ADP,195670,495651,Q
20100112,ADPI,400,4000,Q
20100112,ADPT,69747,220212,Q
20100112,ADRD,3266,8566,Q
20100112,ADRE,19380,40043,Q
20100112,ADS,96849,128078,Q
20100112,ADSK,266981,1770609,Q
20100112,ADTN,156388,285726,Q
20100112,ADUS,4400,16475,Q
20100112,ADVS,5644,11293,Q
20100112,ADX,242,89796,Q
20100112,ADY,44811,90534,Q
20100112,ADZ,300,300,Q
20100112,AE,200,1346,Q
20100112,AEA,46860,98919,Q
20100112,AEB,12582,24118,Q
20100112,AEC,123849,506640,Q
20100112,AED,2120,32064,Q
20100112,AEE,93265,204442,Q
20100112,AEF,13786,35878,Q
20100112,AEG,47211,180119,Q
20100112,AEH,2050,25118,Q
20100112,AEIS,47697,108974,Q
20100112,AEL,27429,95476,Q
20100112,AEM,374740,632248,Q
20100112,AEN,400545,1336337,Q
20100112,AEO,411648,1511447,Q
20100112,AEP,297420,583689,Q
20100112,AEPI,3000,4700,Q
20100112,AEPpA,7450,10906,Q
20100112,AER,12730,96017,Q
20100112,AERG,46348,322701,Q
20100112,AES,1279545,2124128,Q
20100112,AESpC,4350,9740,Q
20100112,AET,1149437,4941820,Q
20100112,AETI,400,1331,Q
20100112,AEV,3200,30647,Q
20100112,AEZ,233626,906321,Q
20100112,AEZS,5000,53200,Q
20100112,AF,107201,230946,Q
20100112,AFAM,5191,25561,Q
20100112,AFB,27089,60632,Q
20100112,AFC,13221,31425,Q
20100112,AFCB,16352,34845,Q
20100112,AFCE,300,16318,Q
20100112,AFE,850,2199,Q
20100112,AFF,24125,75882,Q
20100112,AFFX,213301,725277,Q
20100112,AFFY,4324,14271,Q
20100112,AFG,14719,150370,Q
20100112,AFK,2890,9590,Q
20100112,AFL,549561,1071616,Q
20100112,AFOP,400,10148,Q
20100112,AFP,720,820,Q
20100112,AFSI,26442,36697,Q
20100112,AGAM,10150,25193,Q
20100112,AGC,26927,70582,Q
20100112,AGCO,348177,576598,Q
20100112,AGD,9955,69654,Q
20100112,AGEN,614048,1197661,Q
20100112,AGF,3756,3756,Q
20100112,AGG,100006,728520,Q
20100112,AGII,5054,69570,Q
20100112,AGL,21997,35355,Q
20100112,AGM,9940,32290,Q
20100112,AGN,62872,270761,Q
20100112,AGNC,57467,141246,Q
20100112,AGO,243636,667584,Q
20100112,AGP,73028,124948,Q
20100112,AGQ,48214,209248,Q
20100112,AGT,7000,378755,Q
20100112,AGU,230750,524821,Q
20100112,AGX,200,1500,Q
20100112,AGYS,14385,30012,Q
20100112,AGZ,2598,5982,Q
20100112,AHC,5713,13551,Q
20100112,AHCI,8802,17402,Q
20100112,AHD,34451,143204,Q
20100112,AHGP,4595,15470,Q
20100112,AHII,1400,36404,Q
20100112,AHL,30993,75888,Q
20100112,AHLp,18000,36000,Q
20100112,AHLpA,3403,7445,Q
20100112,AHS,16377,40878,Q
20100112,AHT,78392,221970,Q
20100112,AHTpA,1900,2700,Q
20100112,AHTpD,1329,4929,Q
20100112,AI,2273,5174,Q
20100112,AIA,15848,23676,Q
20100112,AIB,815988,2582649,Q
20100112,AIG,1787936,4028845,Q
20100112,AIGpA,42537,98958,Q
20100112,AIM,7410,18315,Q
20100112,AIMC,2000,12553,Q
20100112,AIN,6050,40700,Q
20100112,AINV,283730,845835,Q
20100112,AIPC,25465,49588,Q
20100112,AIQ,9619,140564,Q
20100112,AIR,6030,28273,Q
20100112,AIRM,6858,35302,Q
20100112,AIRT,900,1400,Q
20100112,AIRV,17391,58443,Q
20100112,AIS,85175,278641,Q
20100112,AIT,10900,27864,Q
20100112,AIV,209668,342209,Q
20100112,AIVpG,135,3235,Q
20100112,AIVpT,220,220,Q
20100112,AIVpU,785,885,Q
20100112,AIVpY,100,1600,Q
20100112,AIXG,36874,223356,Q
20100112,AIZ,49713,158482,Q
20100112,AJG,63949,119112,Q
20100112,AKAM,295640,786128,Q
20100112,AKE,750,750,Q
20100112,AKF,10300,16200,Q
20100112,AKL,2000,6000,Q
20100112,AKN,110,110,Q
20100112,AKNS,114428,330982,Q
20100112,AKO.A,110,610,Q
20100112,AKO.B,400,739,Q
20100112,AKP,800,3400,Q
20100112,AKR,18500,65488,Q
20100112,AKRX,23674,81554,Q
20100112,AKS,1789169,3328692,Q
20100112,AKT,14956,64568,Q
20100112,ALAN,7025,18405,Q
20100112,ALB,18462,48554,Q
20100112,ALC,2200,4697,Q
20100112,ALCO,2420,5222,Q
20100112,ALD,107793,350141,Q
20100112,ALE,9471,20426,Q
20100112,ALEX,19242,42017,Q
20100112,ALF,827,4948,Q
20100112,ALG,1200,4435,Q
20100112,ALGN,73716,111313,Q
20100112,ALGT,33106,74213,Q
20100112,ALJ,11952,99011,Q
20100112,ALK,24557,57771,Q
20100112,ALKS,142557,364070,Q
20100112,ALL,536302,1622467,Q
20100112,ALLI,11348,16718,Q
20100112,ALLT,700,5150,Q
20100112,ALM,841,7702,Q
20100112,ALN,139990,318559,Q
20100112,ALNC,100,600,Q
20100112,ALNY,56106,85538,Q
20100112,ALOG,5174,19776,Q
20100112,ALOY,2225,4160,Q
20100112,ALPpN,1300,1400,Q
20100112,ALPpP,118,118,Q
20100112,ALQ,500,2100,Q
20100112,ALSK,51868,88902,Q
20100112,ALT,1349,1349,Q
20100112,ALTH,456219,1295353,Q
20100112,ALTI,91738,242038,Q
20100112,ALTR,475418,1156046,Q
20100112,ALU,1107200,2661527,Q
20100112,ALV,64982,118914,Q
20100112,ALVR,12400,64428,Q
20100112,ALX,400,7200,Q
20100112,ALXA,14665,43436,Q
20100112,ALXN,10700,183184,Q
20100112,ALY,36091,171820,Q
20100112,ALZ,8792,19507,Q
20100112,AM,44990,229019,Q
20100112,AMAC,4225,6725,Q
20100112,AMAG,287903,623815,Q
20100112,AMAT,4612467,13660013,Q
20100112,AMB,106644,146742,Q
20100112,AMCC,121980,883403,Q
20100112,AMCE,4375,5075,Q
20100112,AMCN,9815,38609,Q
20100112,AMCS,6400,34113,Q
20100112,AMD,4699316,14214350,Q
20100112,AME,32203,46145,Q
20100112,AMED,38105,126149,Q
20100112,AMFI,99195,213271,Q
20100112,AMG,19352,41594,Q
20100112,AMGN,974046,2574925,Q
20100112,AMIE,8806,24906,Q
20100112,AMIN,9108,25008,Q
20100112,AMJ,66049,101304,Q
20100112,AMKR,221486,614379,Q
20100112,AMLN,1724090,2795047,Q
20100112,AMMD,122817,400710,Q
20100112,AMN,11195,17465,Q
20100112,AMP,103578,949215,Q
20100112,AMPH,212,13626,Q
20100112,AMPL,900,3633,Q
20100112,AMPpA,1500,2210,Q
20100112,AMR,1556735,3903422,Q
20100112,AMRB,400,1702,Q
20100112,AMRI,2700,9515,Q
20100112,AMRN,1700,5523,Q
20100112,AMS,900,1900,Q
20100112,AMSC,86212,191392,Q
20100112,AMSF,4216,82869,Q
20100112,AMSG,8089,17651,Q
20100112,AMSWA,5640,9079,Q
20100112,AMT,345648,927005,Q
20100112,AMTD,645531,2065232,Q
20100112,AMTY,81985,141101,Q
20100112,AMWD,2400,3500,Q
20100112,AMX,266139,449787,Q
20100112,AMZN,858083,2779697,Q
20100112,AN,142747,369471,Q
20100112,ANAD,131601,235945,Q
20100112,ANAT,600,900,Q
20100112,ANCI,10370,26650,Q
20100112,ANDE,16115,43028,Q
20100112,ANDS,150096,271579,Q
20100112,ANEN,6320,55022,Q
20100112,ANF,585146,972038,Q
20100112,ANGO,3202,15794,Q
20100112,ANH,186609,568682,Q
20100112,ANIK,13579,82189,Q
20100112,ANN,279281,444815,Q
20100112,ANO,346849,628853,Q
20100112,ANPI,20700,110366,Q
20100112,ANR,797675,1456884,Q
20100112,ANSS,26278,89438,Q
20100112,ANSW,222,1035,Q
20100112,ANTP,400,2000,Q
20100112,ANV,35712,94275,Q
20100112,ANW,16458,215550,Q
20100112,ANX,11669299,35660136,Q
20100112,AOA,1035,2384,Q
20100112,AOB,95351,633102,Q
20100112,AOD,121591,477766,Q
20100112,AOI,64983,249601,Q
20100112,AOK,2860,3470,Q
20100112,AOL,323481,803612,Q
20100112,AOM,6909,8733,Q
20100112,AON,86622,317235,Q
20100112,AONE,263820,706554,Q
20100112,AOR,1347,2247,Q
20100112,AOS,5325,12729,Q
20100112,AOpA,1811,3712,Q
20100112,AP,2071,4752,Q
20100112,APA,308530,775184,Q
20100112,APAC,45124,104518,Q
20100112,APB,5070,20338,Q
20100112,APC,247526,1429825,Q
20100112,APCVZ,53163,102282,Q
20100112,APD,50754,139797,Q
20100112,APEI,8755,20592,Q
20100112,APF,2050,9770,Q
20100112,APH,50107,1178236,Q
20100112,API,11050,58542,Q
20100112,APKT,60700,313662,Q
20100112,APL,157394,303080,Q
20100112,APOG,42634,189518,Q
20100112,APOL,325860,1447977,Q
20100112,APP,33007,81213,Q
20100112,APPA,50473,120518,Q
20100112,APPY,156982,350820,Q
20100112,APSG,43097,98689,Q
20100112,APT,18876,79879,Q
20100112,APU,15674,32862,Q
20100112,APWR,467109,1451073,Q
20100112,APX,8140,13590,Q
20100112,AQD,999,999,Q
20100112,AQQ,100,300,Q
20100112,ARAY,60084,119057,Q
20100112,ARB,236026,325868,Q
20100112,ARBA,90544,158194,Q
20100112,ARBX,300,506,Q
20100112,ARCC,207725,466770,Q
20100112,ARCI,7203,17625,Q
20100112,ARCL,300,1100,Q
20100112,ARD,70538,154945,Q
20100112,ARDNA,100,100,Q
20100112,ARE,371469,571554,Q
20100112,AREX,2649,34869,Q
20100112,AREpC,1450,201450,Q
20100112,ARG,46723,105626,Q
20100112,ARGN,17115,27978,Q
20100112,ARHpA,1515,2841,Q
20100112,ARHpB,2460,3803,Q
20100112,ARI,4200,11421,Q
20100112,ARIA,380615,819324,Q
20100112,ARII,1990,11716,Q
20100112,ARJ,2360,81660,Q
20100112,ARK,11232,87152,Q
20100112,ARKR,1500,5221,Q
20100112,ARLP,3815,18345,Q
20100112,ARM,455765,637076,Q
20100112,ARMH,175670,367704,Q
20100112,ARNA,346868,726467,Q
20100112,ARO,289787,591565,Q
20100112,AROW,1100,2955,Q
20100112,ARP,122609,168395,Q
20100112,ARQL,26040,62226,Q
20100112,ARRS,101276,271208,Q
20100112,ARRY,85574,171619,Q
20100112,ARST,104043,426228,Q
20100112,ART,11300,41397,Q
20100112,ARTG,81013,314765,Q
20100112,ARTNA,2490,6440,Q
20100112,ARTW,953,2134,Q
20100112,ARTX,18140,49399,Q
20100112,ARUN,43066,150751,Q
20100112,ARW,62487,181346,Q
20100112,ARWR,18660,137106,Q
20100112,ARYX,15177,24461,Q
20100112,ASA,800,15830,Q
20100112,ASB,800,26583,Q
20100112,ASBC,2338638,8275665,Q
20100112,ASCA,143747,385237,Q
20100112,ASCMA,300,7785,Q
20100112,ASEI,21392,61303,Q
20100112,ASF,5645,9247,Q
20100112,ASFI,175,6975,Q
20100112,ASFN,6122,8702,Q
20100112,ASG,2150,28424,Q
20100112,ASGN,3897,19854,Q
20100112,ASGR,2535,45265,Q
20100112,ASH,76793,480680,Q
20100112,ASI,7069,15594,Q
20100112,ASIA,78514,219645,Q
20100112,ASMI,2800,7647,Q
20100112,ASML,98598,1598463,Q
20100112,ASP,479,2911,Q
20100112,ASPS,25284,159429,Q
20100112,ASR,1950,23825,Q
20100112,ASRV,736,1986,Q
20100112,ASTC,4650,50702,Q
20100112,ASTE,15873,24501,Q
20100112,ASTI,34942,200410,Q
20100112,ASTIZ,1200,6904,Q
20100112,ASTM,440586,1352654,Q
20100112,ASURD,1300,2000,Q
20100112,ASX,44839,75329,Q
20100112,ASYS,4809,43623,Q
20100112,ATAC,5605,17546,Q
20100112,ATAX,18213,36850,Q
20100112,ATC,24400,63820,Q
20100112,ATCO,2500,14692,Q
20100112,ATE,211,416,Q
20100112,ATEC,1599,6858,Q
20100112,ATGN,4200,10500,Q
20100112,ATHN,143250,233527,Q
20100112,ATHR,163037,290822,Q
20100112,ATHX,271787,628358,Q
20100112,ATI,468862,1292019,Q
20100112,ATK,6189,61194,Q
20100112,ATLS,20868,89054,Q
20100112,ATMI,24673,63550,Q
20100112,ATML,721979,2114488,Q
20100112,ATNI,3983,12556,Q
20100112,ATO,24693,77279,Q
20100112,ATPG,298855,710446,Q
20100112,ATR,47771,178151,Q
20100112,ATRC,774,1174,Q
20100112,ATRI,2308,4933,Q
20100112,ATRM,5688,11480,Q
20100112,ATRN,100,760,Q
20100112,ATRO,1532,5143,Q
20100112,ATSG,31053,64902,Q
20100112,ATSI,391250,1471523,Q
20100112,ATT,20062,56525,Q
20100112,ATU,94433,139670,Q
20100112,ATV,16595,43706,Q
20100112,ATVI,2303238,6150369,Q
20100112,ATW,54265,184892,Q
20100112,ATX,1770,9523,Q
20100112,AU,217075,487688,Q
20100112,AUBN,200,200,Q
20100112,AUDC,46661,69043,Q
20100112,AUO,214032,482324,Q
20100112,AUTC,1010,3257,Q
20100112,AUTH,28532,55436,Q
20100112,AUXL,135937,458038,Q
20100112,AUY,1980468,4530746,Q
20100112,AV,2072,3016,Q
20100112,AVA,14406,25988,Q
20100112,AVAV,56933,156915,Q
20100112,AVB,58152,161903,Q
20100112,AVCA,600,4400,Q
20100112,AVD,13559,34521,Q
20100112,AVF,34613,86152,Q
20100112,AVGO,127610,470102,Q
20100112,AVID,10800,16464,Q
20100112,AVII,171863,526359,Q
20100112,AVK,25429,44366,Q
20100112,AVNR,76674,244578,Q
20100112,AVP,685331,1552685,Q
20100112,AVT,109383,663219,Q
20100112,AVTR,1350,2550,Q
20100112,AVX,3200,19497,Q
20100112,AVY,60820,139200,Q
20100112,AVYpA,200,500,Q
20100112,AWBC,63645,148099,Q
20100112,AWC,149141,311268,Q
20100112,AWF,40233,168425,Q
20100112,AWH,11969,37089,Q
20100112,AWI,29435,54145,Q
20100112,AWK,119472,420936,Q
20100112,AWP,87753,260732,Q
20100112,AWR,1541,5921,Q
20100112,AWRE,800,3444,Q
20100112,AWX,500,4012,Q
20100112,AXA,23772,72483,Q
20100112,AXAS,41175,321080,Q
20100112,AXE,23310,81278,Q
20100112,AXG,500,2500,Q
20100112,AXL,435900,1190994,Q
20100112,AXP,2182298,4179402,Q
20100112,AXR,100,1250,Q
20100112,AXS,182334,352235,Q
20100112,AXSpA,1300,7723,Q
20100112,AXTI,16739,88680,Q
20100112,AXU,33130,59666,Q
20100112,AYE,227043,497299,Q
20100112,AYI,29098,45690,Q
20100112,AYN,2500,5393,Q
20100112,AYR,33731,96435,Q
20100112,AZC,28010,107466,Q
20100112,AZK,48038,205320,Q
20100112,AZN,436471,544614,Q
20100112,AZO,23433,83400,Q
20100112,AZP,3100,3100,Q
20100112,AZZ,37817,51309,Q
20100112,B,11053,40188,Q
20100112,BA,559206,1401772,Q
20100112,BAA,45382,235732,Q
20100112,BAB,36299,56951,Q
20100112,BABY,13458,35974,Q
20100112,BAC,46882370,97164110,Q
20100112,BACpB,13149,28958,Q
20100112,BACpC,4635,12525,Q
20100112,BACpD,4037,19241,Q
