,Symbol,ShortVolume,TotalVolume,Market
20100707,A,281537,825670,Q
20100707,AA,2643013,8906423,Q
20100707,AACC,4005,8455,Q
20100707,AAI,314039,1361461,Q
20100707,AAN,208295,306910,Q
20100707,AAN.A,100,200,Q
20100707,AAON,4489,8160,Q
20100707,AAP,148983,287312,Q
20100707,AAPL,4259073,9493482,Q
20100707,AAR,1300,2700,Q
20100707,AATI,13844,32571,Q
20100707,AAU,2000,32370,Q
20100707,AAV,28900,154698,Q
20100707,AAWW,22669,152517,Q
20100707,AAXJ,53490,83835,Q
20100707,AB,22380,106414,Q
20100707,ABA,800,5910,Q
20100707,ABAT,40922,148361,Q
20100707,ABAX,6916,18085,Q
20100707,ABB,169279,410701,Q
20100707,ABBC,15923,41690,Q
20100707,ABC,356075,1289874,Q
20100707,ABCB,6381,32629,Q
20100707,ABCD,11152,22172,Q
20100707,ABCO,1341,8737,Q
20100707,ABCW,8877,25866,Q
20100707,ABD,60116,193569,Q
20100707,ABFS,71206,189421,Q
20100707,ABG,32129,105371,Q
20100707,ABII,8923,56371,Q
20100707,ABIO,8483,52215,Q
20100707,ABK,569348,2785770,Q
20100707,ABM,12145,39597,Q
20100707,ABMD,52234,81737,Q
20100707,ABR,73381,141570,Q
20100707,ABT,514027,2614998,Q
20100707,ABTL,6000,34029,Q
20100707,ABV,15578,52957,Q
20100707,ABVT,1600,3100,Q
20100707,ABX,827784,1801722,Q
20100707,ACAD,37936,123561,Q
20100707,ACAP,2237,7553,Q
20100707,ACAS,576062,1590683,Q
20100707,ACAT,16602,33152,Q
20100707,ACC,35349,113070,Q
20100707,ACCL,10984,70242,Q
20100707,ACE,128604,775537,Q
20100707,ACET,15933,35032,Q
20100707,ACF,79410,245703,Q
20100707,ACFN,2380,10859,Q
20100707,ACG,119517,309005,Q
20100707,ACGL,30519,145984,Q
20100707,ACGY,37836,139385,Q
20100707,ACH,35567,75418,Q
20100707,ACHN,22824,63067,Q
20100707,ACI,304109,659690,Q
20100707,ACIW,12313,33768,Q
20100707,ACL,50254,211680,Q
20100707,ACLI,8339,20944,Q
20100707,ACLS,91495,285400,Q
20100707,ACM,25719,146580,Q
20100707,ACMR,3315,56860,Q
20100707,ACN,515596,1123585,Q
20100707,ACO,6179,14857,Q
20100707,ACOM,21579,47230,Q
20100707,ACOR,20707,67272,Q
20100707,ACPW,8599,14149,Q
20100707,ACTG,28011,68950,Q
20100707,ACTI,25857,167333,Q
20100707,ACTL,12027,21606,Q
20100707,ACTS,7160,21440,Q
20100707,ACTU,23744,80946,Q
20100707,ACUR,3314,13583,Q
20100707,ACV,51768,121445,Q
20100707,ACWI,8201,80595,Q
20100707,ACWX,7942,27731,Q
20100707,ACXM,42328,123538,Q
20100707,ACY,597,2517,Q
20100707,ADBE,1290603,3147261,Q
20100707,ADC,3906,13126,Q
20100707,ADCT,198417,434019,Q
20100707,ADEP,100,1907,Q
20100707,ADES,3080,6363,Q
20100707,ADG,11968,28768,Q
20100707,ADGE,26212,33556,Q
20100707,ADI,332276,633021,Q
20100707,ADK,3490,9883,Q
20100707,ADK.WS,400,400,Q
20100707,ADLR,72054,214502,Q
20100707,ADM,276857,1351155,Q
20100707,ADMpA,1800,18023,Q
20100707,ADP,288834,853267,Q
20100707,ADPI,14941,23277,Q
20100707,ADPT,98481,174505,Q
20100707,ADRD,263,2132,Q
20100707,ADRE,14433,38145,Q
20100707,ADRU,900,5047,Q
20100707,ADS,85315,566510,Q
20100707,ADSK,279909,1146828,Q
20100707,ADTN,71237,269704,Q
20100707,ADUS,200,7730,Q
20100707,ADVS,11714,18536,Q
20100707,ADX,14193,53891,Q
20100707,ADY,12570,53288,Q
20100707,ADZ,500,1581,Q
20100707,AE,3565,5751,Q
20100707,AEA,65154,148636,Q
20100707,AEB,205,4540,Q
20100707,AEC,15455,69984,Q
20100707,AED,2175,14469,Q
20100707,AEE,100041,276899,Q
20100707,AEF,10191,69555,Q
20100707,AEG,61513,210963,Q
20100707,AEH,19204,78394,Q
20100707,AEHR,4365,21650,Q
20100707,AEIS,40953,88329,Q
20100707,AEL,26304,63392,Q
20100707,AEM,269042,546851,Q
20100707,AEN,18450,56388,Q
20100707,AEO,666307,1535439,Q
20100707,AEP,826445,2101500,Q
20100707,AEPI,5569,6495,Q
20100707,AEPpA,1400,3420,Q
20100707,AER,47780,89791,Q
20100707,AERG,45811,140075,Q
20100707,AERL,7411,7811,Q
20100707,AERLW,5900,6200,Q
20100707,AES,1875829,5092274,Q
20100707,AESpC,4665,7760,Q
20100707,AET,678664,1300851,Q
20100707,AETI,1485,2620,Q
20100707,AEV,4604,8997,Q
20100707,AEY,3500,10800,Q
20100707,AEZ,97058,292488,Q
