,Symbol,ShortVolume,TotalVolume,Market
20100115,A,252706,592052,Q
20100115,AA,5530471,12195824,Q
20100115,AACC,1849,7349,Q
20100115,AAI,770837,1340287,Q
20100115,AAME,400,1500,Q
20100115,AAN,34999,129047,Q
20100115,AAON,8200,14340,Q
20100115,AAP,54432,101423,Q
20100115,AAPL,2662295,6674272,Q
20100115,AAR,200,6400,Q
20100115,AATI,42846,102747,Q
20100115,AAU,31200,224414,Q
20100115,AAV,14515,126138,Q
20100115,AAWW,5011,26244,Q
20100115,AAXJ,381162,413855,Q
20100115,AAp,157,157,Q
20100115,AB,106439,332829,Q
20100115,ABA,1750,5987,Q
20100115,ABAT,219179,448434,Q
20100115,ABAX,16116,29867,Q
20100115,ABB,368030,726643,Q
20100115,ABBC,8399,17020,Q
20100115,ABC,176122,414607,Q
20100115,ABCB,100,2098,Q
20100115,ABCD,329,7359,Q
20100115,ABCO,2403,7256,Q
20100115,ABCW,147609,234014,Q
20100115,ABD,19292,65590,Q
20100115,ABFS,45293,156745,Q
20100115,ABG,39745,57156,Q
20100115,ABII,1400,5535,Q
20100115,ABIO,14970,28720,Q
20100115,ABK,584494,5705052,Q
20100115,ABKpZ,634,1637,Q
20100115,ABL,375,2384,Q
20100115,ABM,4706,14876,Q
20100115,ABMD,18870,47499,Q
20100115,ABR,5400,29035,Q
20100115,ABT,665108,1536039,Q
20100115,ABTL,4600,26216,Q
20100115,ABV,12618,48048,Q
20100115,ABVT,6189,35203,Q
20100115,ABWpA,2215,6037,Q
20100115,ABX,1472529,2702068,Q
20100115,ACAD,99142,537498,Q
20100115,ACAP,1589,5318,Q
20100115,ACAS,2278400,5215776,Q
20100115,ACAT,5400,6962,Q
20100115,ACC,37993,142886,Q
20100115,ACCL,4100,19490,Q
20100115,ACE,96978,799459,Q
20100115,ACET,51074,129874,Q
20100115,ACF,116054,182687,Q
20100115,ACFN,9850,42335,Q
20100115,ACG,64901,438142,Q
20100115,ACGL,19000,34032,Q
20100115,ACGY,24511,47498,Q
20100115,ACH,41905,105653,Q
20100115,ACHN,110320,429333,Q
20100115,ACI,362344,1022899,Q
20100115,ACIW,1750,15666,Q
20100115,ACL,232994,529650,Q
20100115,ACLI,700,2525,Q
20100115,ACLS,81396,347314,Q
20100115,ACM,17659,73792,Q
20100115,ACMR,300,11053,Q
20100115,ACN,404279,1278333,Q
20100115,ACO,8286,29311,Q
20100115,ACOM,25114,33200,Q
20100115,ACOR,41200,99448,Q
20100115,ACPW,12795,56755,Q
20100115,ACS,68189,194074,Q
20100115,ACTG,13270,52309,Q
20100115,ACTI,10030,16093,Q
20100115,ACTL,16076,35812,Q
20100115,ACTS,6900,21400,Q
20100115,ACTU,80758,135469,Q
20100115,ACUR,700,6903,Q
20100115,ACV,45491,242129,Q
20100115,ACWI,10161,20971,Q
20100115,ACWX,22897,24522,Q
20100115,ACXM,29908,77901,Q
20100115,ACY,1400,2964,Q
20100115,ADAM,500,500,Q
20100115,ADAT,133411,212810,Q
20100115,ADBE,552958,1218231,Q
20100115,ADC,7260,11090,Q
20100115,ADCT,141480,530850,Q
20100115,ADEP,2271,4071,Q
20100115,ADES,6000,12700,Q
20100115,ADI,307432,1092376,Q
20100115,ADK,3007,7107,Q
20100115,ADLR,21371,53144,Q
20100115,ADM,213766,500631,Q
20100115,ADMpA,41323,46648,Q
20100115,ADP,239655,493977,Q
20100115,ADPI,1600,4000,Q
20100115,ADPT,106384,510927,Q
20100115,ADRA,2470,7020,Q
20100115,ADRD,22187,25804,Q
20100115,ADRE,24606,46329,Q
20100115,ADS,176718,242330,Q
20100115,ADSK,215557,907840,Q
20100115,ADTN,219290,336128,Q
20100115,ADUS,6676,9176,Q
20100115,ADVS,1300,10041,Q
20100115,ADX,6540,19578,Q
20100115,ADY,28711,117130,Q
20100115,AE,15500,28844,Q
20100115,AEA,12493,51781,Q
20100115,AEB,11784,16552,Q
20100115,AEC,23581,169722,Q
20100115,AECpB,100,100,Q
20100115,AED,700,13142,Q
20100115,AEE,160965,368331,Q
20100115,AEF,1585,16448,Q
20100115,AEG,76685,212765,Q
20100115,AEH,3090,16673,Q
20100115,AEHR,818,3318,Q
20100115,AEIS,30422,124301,Q
20100115,AEL,82691,134606,Q
20100115,AEM,267345,503902,Q
20100115,AEN,316279,1010672,Q
20100115,AEO,543115,1091875,Q
20100115,AEP,758754,1092753,Q
20100115,AEPI,4004,19771,Q
20100115,AEPpA,1403,13318,Q
20100115,AER,24653,52770,Q
20100115,AERG,65049,124579,Q
20100115,AES,579071,1046581,Q
20100115,AESpC,1716,2311,Q
20100115,AET,462597,2125227,Q
20100115,AEV,4100,17910,Q
20100115,AEZ,145889,470070,Q
20100115,AEZS,34500,94930,Q
20100115,AF,86166,172778,Q
20100115,AFAM,8252,32508,Q
20100115,AFB,1919,17333,Q
20100115,AFC,5115,11681,Q
20100115,AFCB,1000,1900,Q
20100115,AFCE,32630,37530,Q
20100115,AFE,710,2676,Q
20100115,AFF,10007,29296,Q
20100115,AFFM,1400,2500,Q
20100115,AFFX,547385,1196691,Q
20100115,AFFY,14154,33951,Q
20100115,AFG,9550,32199,Q
20100115,AFK,1584,2425,Q
20100115,AFL,239448,523962,Q
20100115,AFOP,925,7271,Q
20100115,AFP,840,1700,Q
20100115,AFSI,27709,51830,Q
20100115,AGAM,13200,21994,Q
20100115,AGC,6897,44905,Q
20100115,AGCO,107343,177036,Q
20100115,AGD,26092,102157,Q
20100115,AGEN,296843,1026755,Q
20100115,AGG,66042,302551,Q
20100115,AGII,11695,202112,Q
20100115,AGL,14155,34951,Q
20100115,AGM,4260,15537,Q
20100115,AGN,193771,438992,Q
20100115,AGNC,47578,162309,Q
20100115,AGO,193729,643762,Q
20100115,AGP,90869,141399,Q
20100115,AGQ,27448,112693,Q
20100115,AGT,49150,321434,Q
20100115,AGU,484158,1404941,Q
20100115,AGX,1300,2200,Q
20100115,AGYS,13409,61772,Q
20100115,AGZ,7675,10841,Q
20100115,AHC,7399,14299,Q
20100115,AHCI,12200,38799,Q
20100115,AHD,34925,81365,Q
20100115,AHGP,1500,14737,Q
20100115,AHII,11500,19303,Q
20100115,AHL,17219,77868,Q
20100115,AHLpA,2425,5975,Q
20100115,AHS,5750,17303,Q
20100115,AHT,94896,254546,Q
20100115,AHTpA,200,300,Q
20100115,AHTpD,2212,3312,Q
20100115,AI,5830,8350,Q
20100115,AIA,4573,16711,Q
20100115,AIB,444277,984139,Q
20100115,AIG,1030047,2288644,Q
20100115,AIGpA,10151,64204,Q
20100115,AIM,2735,3235,Q
20100115,AIMC,1331,21886,Q
