,Symbol,ShortVolume,TotalVolume,Market
20100219,A,197685,645322,Q
20100219,AA,3484783,10049456,Q
20100219,AACC,1299,1999,Q
20100219,AAI,319980,746487,Q
20100219,AAME,10787,24674,Q
20100219,AAN,31243,85259,Q
20100219,AAON,1600,4041,Q
20100219,AAP,218577,686370,Q
20100219,AAPL,2394418,5516132,Q
20100219,AAR,1275,5253,Q
20100219,AATI,2680,23411,Q
20100219,AAV,23659,132026,Q
20100219,AAWW,7130,59855,Q
20100219,AAXJ,28454,35355,Q
20100219,AB,37900,186653,Q
20100219,ABA,5300,16290,Q
20100219,ABAT,108301,232385,Q
20100219,ABAX,3512,21431,Q
20100219,ABB,299319,706726,Q
20100219,ABBC,2600,8061,Q
20100219,ABC,248852,983616,Q
20100219,ABCB,6100,17598,Q
20100219,ABCD,3335,7620,Q
20100219,ABCO,403,6404,Q
20100219,ABCW,27270,43341,Q
20100219,ABD,15968,52740,Q
20100219,ABFS,45589,70955,Q
20100219,ABG,8997,28307,Q
20100219,ABII,2400,29792,Q
20100219,ABK,407412,1800415,Q
20100219,ABM,13692,36605,Q
20100219,ABMD,58607,93430,Q
20100219,ABR,22950,62478,Q
20100219,ABT,831226,2141328,Q
20100219,ABTL,5470,7348,Q
20100219,ABV,34353,79191,Q
20100219,ABV.C,100,327,Q
20100219,ABVA,100,2235,Q
20100219,ABVT,24143,53680,Q
20100219,ABWpA,1930,3910,Q
20100219,ABX,2159820,3551622,Q
20100219,ACAD,15410,63550,Q
20100219,ACAP,1695,5661,Q
20100219,ACAS,608096,1650783,Q
20100219,ACAT,14069,23790,Q
20100219,ACC,20324,56442,Q
20100219,ACCL,1000,2825,Q
20100219,ACE,153652,455765,Q
20100219,ACET,37234,79636,Q
20100219,ACF,47888,102440,Q
20100219,ACFN,14845,22870,Q
20100219,ACG,75003,434641,Q
20100219,ACGL,54665,188405,Q
20100219,ACGY,14453,38210,Q
20100219,ACH,84834,234976,Q
20100219,ACHN,23400,52132,Q
20100219,ACI,483222,917813,Q
20100219,ACIW,1600,3753,Q
20100219,ACL,138471,314205,Q
20100219,ACLI,4675,13663,Q
20100219,ACLS,55075,256714,Q
20100219,ACM,31104,99284,Q
20100219,ACMR,1076,7555,Q
20100219,ACN,492858,1508351,Q
20100219,ACO,500,10194,Q
20100219,ACOM,31109,60324,Q
20100219,ACOR,42992,76416,Q
20100219,ACPW,89679,560118,Q
20100219,ACTG,14845,76381,Q
20100219,ACTI,21918,55975,Q
20100219,ACTL,5836,14139,Q
20100219,ACTS,6400,48574,Q
20100219,ACTU,31027,80463,Q
20100219,ACV,40819,113164,Q
20100219,ACWI,6547,9836,Q
20100219,ACWX,10766,13007,Q
20100219,ACXM,181950,447867,Q
20100219,ACY,3400,5400,Q
20100219,ADAM,3096,10796,Q
20100219,ADAT,7000,24572,Q
20100219,ADBE,1379275,3488715,Q
20100219,ADC,700,5550,Q
20100219,ADCT,250596,773486,Q
20100219,ADEP,1200,2500,Q
20100219,ADES,6600,13100,Q
20100219,ADG,2900,6800,Q
20100219,ADGE,300,700,Q
20100219,ADI,320007,627867,Q
20100219,ADK,7520,10666,Q
20100219,ADLR,9959,59460,Q
20100219,ADM,226771,689069,Q
20100219,ADMpA,56707,107983,Q
20100219,ADP,316219,870605,Q
20100219,ADPI,1246,4165,Q
20100219,ADPT,30616,172814,Q
20100219,ADRA,360,1110,Q
20100219,ADRD,620,5882,Q
20100219,ADRE,13867,22000,Q
20100219,ADS,165454,334491,Q
20100219,ADSK,177166,396573,Q
20100219,ADTN,210744,343329,Q
20100219,ADUS,2400,3800,Q
20100219,ADVS,13500,27803,Q
20100219,ADX,16554,86698,Q
20100219,ADY,2600,20467,Q
20100219,AEA,24150,178182,Q
20100219,AEB,20117,64691,Q
20100219,AEC,52815,139335,Q
20100219,AECpB,100,300,Q
20100219,AED,11872,22723,Q
20100219,AEE,231927,436588,Q
20100219,AEF,8888,32198,Q
20100219,AEG,25996,119057,Q
20100219,AEH,29409,43144,Q
20100219,AEHR,2460,13190,Q
20100219,AEIS,24380,114061,Q
20100219,AEL,15000,51379,Q
20100219,AEM,449646,979949,Q
20100219,AEN,47966,126203,Q
20100219,AEO,201593,626585,Q
20100219,AEP,286447,865899,Q
20100219,AEPI,2596,8486,Q
20100219,AEPpA,5690,15360,Q
20100219,AER,51269,123683,Q
20100219,AERG,700,1200,Q
20100219,AES,248393,1826667,Q
20100219,AESpC,1350,2125,Q
20100219,AET,360896,934938,Q
20100219,AETI,500,500,Q
20100219,AEV,8100,32583,Q
20100219,AEY,11301,18965,Q
20100219,AEZ,81751,268513,Q
20100219,AEZS,2133,41227,Q
20100219,AF,161736,288693,Q
20100219,AFAM,4426,9806,Q
20100219,AFB,2956,29631,Q
20100219,AFC,2150,5695,Q
20100219,AFCE,600,3600,Q
20100219,AFE,1160,2548,Q
