,loss,accuracy,val_loss,val_accuracy,Mod_Params
0,1.106178641319275,0.3452768623828888,1.1263962984085083,0.40179574489593506,100.0
1,0.9134313464164734,0.5439739227294922,0.9609376788139343,0.5308641791343689,100.0
2,0.5620766878128052,0.7155265808105469,1.2085801362991333,0.5319865345954895,256.0
3,0.3456023633480072,0.8610206246376038,1.2740765810012817,0.5364758968353271,3.0
4,0.17238719761371613,0.9554831981658936,1.759047031402588,0.5622895359992981,0.6
5,0.20491395890712738,0.9305103421211243,1.3092381954193115,0.601571261882782,64.0
6,0.07700097560882568,0.9815418124198914,2.1381218433380127,0.5656565427780151,20.0
7,0.04839475825428963,0.990227997303009,2.025228500366211,0.6442199945449829,
8,0.037557318806648254,0.9934853315353394,2.1072072982788086,0.5937149524688721,
9,0.04203226417303085,0.9923995733261108,1.9555635452270508,0.6217733025550842,
10,0.04276242479681969,0.9913138151168823,2.2250306606292725,0.6285073161125183,
11,0.08288158476352692,0.9728555679321289,1.6918985843658447,0.6453422904014587,
12,0.03491145372390747,0.9945710897445679,1.677431583404541,0.6172839403152466,
13,0.03721366077661514,0.9923995733261108,2.058265447616577,0.5701459050178528,
14,0.023820562288165092,0.9978284239768982,2.072016477584839,0.5959596037864685,
15,0.021311694756150246,0.9978284239768982,2.0983500480651855,0.6071829199790955,
16,0.020578864961862564,0.9978284239768982,2.017505407333374,0.6083052754402161,
17,0.019656451418995857,0.9978284239768982,2.093167781829834,0.6139169335365295,
18,0.02100887894630432,0.9978284239768982,2.1065526008605957,0.6150392889976501,
19,0.01963890716433525,0.9978284239768982,2.093315362930298,0.6150392889976501,
